uri,cid,text,created_at,reply_count,repost_count,like_count,indexed_at,author_handle,author_display_name,author_did,violence_detected
at://did:plc:3u3c2qpkhrznmnj662lboq44/app.bsky.feed.post/3l3ozemwowc22,bafyreicomh7edbxjw4h5c7v6xmr44pwhvvc6gkn2thhg7cclztpucz2wre,"E o Rosário, que é tão bonito?",2024-09-09T04:03:01Z,0,0,0,2024-09-09T04:03:00Z,edlondero.bsky.social,NA,did:plc:3u3c2qpkhrznmnj662lboq44,sem violência detectada
at://did:plc:rmlaj6qov5bjzniyhy6rj5vb/app.bsky.feed.post/3l3ptljlylb2t,bafyreiavye2voylwebfvrf5rnjjcxiwidra4jeqwlfqv2ks3pcgqsoqqyq,"Maria, a prefeita que Porto Alegre precisa.",2024-09-09T11:52:07Z,0,0,0,2024-09-09T11:52:07Z,kizunha.bsky.social,Kizunha,did:plc:rmlaj6qov5bjzniyhy6rj5vb,sem violência detectada
at://did:plc:eovcyqoncijm3ekwykhze7it/app.bsky.feed.post/3l3nh7wfrzv2o,bafyreigfnmlgnp46wuksgbkbuvty3q6b2x5itylt7tqieux3ny57tt42tm,"MARIA DO ROSÁRIO PREFEITA 
MARIA DO ROSÁRIO PREFEITA 
MARIA DO ROSÁRIO PREFEITA",2024-09-08T13:05:39Z,0,0,0,2024-09-08T13:05:35Z,abraogodois.bsky.social,Abrão Godois,did:plc:eovcyqoncijm3ekwykhze7it,sem violência detectada
at://did:plc:cj3cavqjnme5vvvjft26fvz5/app.bsky.feed.post/3l57rrehvg52w,bafyreife6icvrqxdzxactsorsfldm7vg6mdb3zqfkol4jg4dz3fnbjeila,👏🏻👏🏻,2024-09-28T13:27:24Z,0,0,0,2024-09-28T13:27:24Z,luve2.bsky.social,LuVe🚩,did:plc:cj3cavqjnme5vvvjft26fvz5,sem violência detectada
at://did:plc:7gnzgdbjes7n6fjoit5bzdvq/app.bsky.feed.post/3l3lxvbvhj22g,bafyreidkn67tenq6f6fh5yudln6bcqowaumpuscgi74vkixgkrdlgxczza,#MariaDoRosarioPrefeitaPoa,2024-09-07T22:58:33Z,0,0,0,2024-09-07T22:58:32Z,1967289.bsky.social,Rosalia Martins Battistin,did:plc:7gnzgdbjes7n6fjoit5bzdvq,sem violência detectada
at://did:plc:kfthdqih4lszp6mii7lzu4dp/app.bsky.feed.post/3l3q2kwuago2e,bafyreibvn7d6b4fnydr2mxyjv75xalckmdq6bz3eu7yqyygtuacrykj27q,Bora votar na Maria 13⭐,2024-09-09T13:57:05Z,0,0,1,2024-09-09T13:57:05Z,ccambara2.bsky.social,CCambara2,did:plc:kfthdqih4lszp6mii7lzu4dp,sem violência detectada
at://did:plc:co2vcsbawumezldofamui45a/app.bsky.feed.post/3l3mpmjb7622r,bafyreignrjw5jsokyfxeap3l3al7gptn652tgaku6cq7nliqtgs6gm7pim,Quem se importa com o povo é o PT!,2024-09-08T06:03:07Z,0,0,0,2024-09-08T06:03:07Z,phabbi.bsky.social,Fabi,did:plc:co2vcsbawumezldofamui45a,sem violência detectada
at://did:plc:34sugtlnpuxx2e2asq7vmq53/app.bsky.feed.post/3l3lwfa4iaw2s,bafyreib2p5rxj7f5mdpbdk4xwct4ss2v4cjfpeze2lsuinqwhry57ywm3y,"Muito obrigada, Chef Regina, que bom contar contigo para uma Porto Alegre onde o prato seja colorido, nutritivo, na mesa de todas as pessoas. 

#UnidadeporPOA #PovonaPrefeitura #poa #portoalegre #riograndedosul #AcaoEcoraçao #MariaÉ13 #MariaETamyres",2024-09-07T22:31:39Z,1,13,64,2024-09-07T22:31:39Z,mariadorosario.bsky.social,Maria do Rosário,did:plc:34sugtlnpuxx2e2asq7vmq53,sem violência detectada
at://did:plc:34sugtlnpuxx2e2asq7vmq53/app.bsky.feed.post/3l3lwddbrfc24,bafyreifkwzr377x262yb5jonx7gbr7vbfjivh3vqv6l7sojsumrqrdl3ei,"Estamos ouvindo muitas pessoas, referências em diversas áreas, e a alimentação é uma das nossas preocupações. Desde a primeira infância até a melhor idade, no almoço e na merenda das creches, das escolas, no dia a dia das famílias.",2024-09-07T22:30:35Z,3,20,89,2024-09-07T22:30:35Z,mariadorosario.bsky.social,Maria do Rosário,did:plc:34sugtlnpuxx2e2asq7vmq53,sem violência detectada
at://did:plc:djji4qw2unubodopdhkzjap4/app.bsky.feed.post/3l3lyps73xx2u,bafyreieml2xna24nohacwbkvqsdphn4ykn6nknhiatl3xptk6fl6tob7ru,Futura prefeita de Porto Alegre,2024-09-07T23:13:22Z,0,0,0,2024-09-07T23:13:21Z,fer30.bsky.social,Fernando,did:plc:djji4qw2unubodopdhkzjap4,sem violência detectada
at://did:plc:co2vcsbawumezldofamui45a/app.bsky.feed.post/3l3mplkdhfp2j,bafyreiatty67o77zincq65zdn5ssbmas4pcebhpsoto3bzdomiqrsyzshu,"Bora ganhar essa, guerreira!",2024-09-08T06:02:35Z,0,0,0,2024-09-08T06:02:35Z,phabbi.bsky.social,Fabi,did:plc:co2vcsbawumezldofamui45a,sem violência detectada
at://did:plc:34sugtlnpuxx2e2asq7vmq53/app.bsky.feed.post/3l3lwc5em262s,bafyreifcvk45xcvkehcdhemkmdxw5ubgxrwdbuubhvxkhw52ho3662bdna,"Regina veio compartilhar todo o seu conhecimento com as Cozinhas Solidárias e Hortas Comunitárias, e juntas estivemos no Morro da Cruz, para ouvir, aprender, conversar sobre o acesso e a qualidade da alimentação, principalmente das pessoas mais humildes.",2024-09-07T22:29:55Z,1,1,10,2024-09-07T22:29:55Z,mariadorosario.bsky.social,Maria do Rosário,did:plc:34sugtlnpuxx2e2asq7vmq53,sem violência detectada
at://did:plc:2l4mw6exgkbx3jkj2nbbdwhp/app.bsky.feed.post/3l3mtuxlqbi2d,bafyreihijbmkgtw4vpskybmccog5b4qh7deq3lk2unkbazygbjy4ua7l5e,"Excelente, para que perguntar o porquê os pobres não tem alimentos se podemos trabalhar com o aproveitamento integral das sobras dos alimentos dos outros?",2024-09-08T07:19:26Z,1,0,0,2024-09-08T07:19:26Z,hariovaldo.com.br,Professor Hariovaldo,did:plc:2l4mw6exgkbx3jkj2nbbdwhp,sem violência detectada
at://did:plc:jzhytdcj5wwgzbpyd7rlz6eh/app.bsky.feed.post/3l55tbhdibs24,bafyreiat5uhoykzbizjep2vpozqran5bv3ljrv2s6vh4t7zfoymg36mefq,"Pessoa linda. Q sorte, Porto Alegre!",2024-09-27T18:48:59Z,0,0,1,2024-09-27T18:48:58Z,bella1.bsky.social,Bella1 Esquerda!!! Lula melhor de todos,did:plc:jzhytdcj5wwgzbpyd7rlz6eh,sem violência detectada
at://did:plc:jsg4nbjyaufyqisqhymb4a2x/app.bsky.feed.post/3l3m5ix7aum2y,bafyreiep54nkem6sswkb2wsxoo5twtmq5zrooowybbrpwndeimyu6mcaya,www.instagram.com/reel/C-VPjqB...,2024-09-08T00:39:00Z,0,0,0,2024-09-08T00:39:00Z,andregguerrero.bsky.social,Andre Guerrero,did:plc:jsg4nbjyaufyqisqhymb4a2x,sem violência detectada
at://did:plc:djji4qw2unubodopdhkzjap4/app.bsky.feed.post/3l3lad5l7ei2n,bafyreiabzelbcxofjccfc4obrhqtwjvf4aciyu2musfg5azvumqwmmrvpu,Futura prefeita de Porto Alegre,2024-09-07T15:56:48Z,0,0,0,2024-09-07T15:56:47Z,fer30.bsky.social,Fernando,did:plc:djji4qw2unubodopdhkzjap4,sem violência detectada
at://did:plc:7ptzfovymofe6pfel4vgal5a/app.bsky.feed.post/3l3lelljhqx2g,bafyreibqhfiwd4xirwpyr7bykcybavsqs3jrfyjbb4q7ayv4hccw7ekfw4,"Maria, tô achando tuas propagandas no horário eleitoral meio genéricas. Muitas falas bonitas e óbvias. Estamos numa guerra e a eleição é logo ali. Vcs tem que usar todo segundo p expôr planos de governo.😉🚩",2024-09-07T17:13:04Z,0,0,0,2024-09-07T17:13:04Z,tobiascarrieri.bsky.social,🚩Tobias Carrieri🦋,did:plc:7ptzfovymofe6pfel4vgal5a,sem violência detectada
at://did:plc:4zit3f6wk54mu3max5gt5a4y/app.bsky.feed.post/3l3lp3mi7in2b,bafyreigqvoqx5lieg7esjc7hw2wkudzrdywkxflwn6loyhi2ob2tydh6l4,Maria do Rosario prefeita,2024-09-07T20:24:26Z,0,0,1,2024-09-07T20:21:01Z,audreivp.bsky.social,AudreiV.P,did:plc:4zit3f6wk54mu3max5gt5a4y,sem violência detectada
at://did:plc:34sugtlnpuxx2e2asq7vmq53/app.bsky.feed.post/3l3l7kv2egg26,bafyreieka444zvl33vyp4avxn5nom2nh6vtp5jwivxo74qp5ix2mktw4d4,"A atividade reuniu movimentos sociais, pastorais, para ecoar o grito pelo compromisso com a vida dos povos tradicionais, indígenas, periferias, do povo em situação de rua, agricultores familiares, todos os trabalhadores e trabalhadoras. Que o cuidado, a preservação da vida, seja prioridade, sempre!",2024-09-07T15:43:13Z,0,8,55,2024-09-07T15:43:13Z,mariadorosario.bsky.social,Maria do Rosário,did:plc:34sugtlnpuxx2e2asq7vmq53,sem violência detectada
at://did:plc:nbihnz4wrinrzicinml24hn2/app.bsky.feed.post/3l3l2n44i2t2p,bafyreifri4oob5xsudinzxigolxcf5cdj2bwr4c5oth3tbpmj5utezakgi,Se eu morasse no Rio Grande do Sul votaria em você. Moro no Rio e votarei no TARCISIO.,2024-09-07T14:14:59Z,0,0,0,2024-09-07T14:14:59Z,sky275.bsky.social,sandra,did:plc:nbihnz4wrinrzicinml24hn2,sem violência detectada
at://did:plc:lmb3hu34sy3hskdhnbnqbllh/app.bsky.feed.post/3l3l5mmitqa2s,bafyreieilsoklccuzvg67gsxkdywvimdffhgzofzhi4x4kmrtfxrfpef2e,"Duas mulheres sem experiência em administrar uma cidade, uma mulher que votou contra anistia da dívida do RS, uma mulher que simulou uma agressão de colega, uma mulher que fazia política enquanto os gaúchos estavam flagelados. Nunca está mulher governará Porto Alegre.",2024-09-07T15:08:25Z,1,0,0,2024-09-07T15:08:24Z,roarko.bsky.social,NA,did:plc:lmb3hu34sy3hskdhnbnqbllh,violência/ódio detectado
at://did:plc:djji4qw2unubodopdhkzjap4/app.bsky.feed.post/3l3l7ukv5yw2y,bafyreig3qxz6mcwroeorslmgpdlqf2fpziskszb2cykhm3nrxbcp63lvxy,Futura prefeita de Porto Alegre,2024-09-07T15:48:38Z,0,0,1,2024-09-07T15:48:38Z,fer30.bsky.social,Fernando,did:plc:djji4qw2unubodopdhkzjap4,sem violência detectada
at://did:plc:cl7y2mijiv2r6dueeaiefw7y/app.bsky.feed.post/3l3l2ccgtls2k,bafyreicbzauzagoccvmi24hv6hkr23drkek6heujtqlwhtjlruy5hu5474,Torcendo muito p vcs ❤️❤️🙏🙏,2024-09-07T14:08:57Z,0,0,2,2024-09-07T14:08:56Z,berna13.bsky.social,Berna13,did:plc:cl7y2mijiv2r6dueeaiefw7y,sem violência detectada
at://did:plc:4qg3ujr6tn7lc4g7bvtlwyyb/app.bsky.feed.post/3l3lraqwrxb2d,bafyreibgsa2rxvbxlsbd5iztdmjxalwcrcdl7oq4kgr6xzjv42hwhiuoem,"Fantástica a leitura comportamental de Ricardo Pereira Araújo.

Qual a razão para Putin e Trump odiarem a alegria de Kamala? Qual a razão para os minions e a Família Bolsonaro odiarem Marielle Franco?
folha.uol.com.br/colunas/ricardo-araujo-pereira/2024/09/ria-por-sua-conta-e-risco.shtml",2024-09-07T20:59:40Z,0,1,1,2024-09-07T20:59:40Z,wagnerrizzi.bsky.social,Wagner Rizzi,did:plc:4qg3ujr6tn7lc4g7bvtlwyyb,sem violência detectada
at://did:plc:2l4mw6exgkbx3jkj2nbbdwhp/app.bsky.feed.post/3l3l3iwuml32e,bafyreigewk2heqz7tkaxn3ircamom7adopxyctcnqtqqpbgibvlej6i4by,Excelente! E nada de luta de classes!,2024-09-07T14:30:33Z,0,0,0,2024-09-07T14:30:33Z,hariovaldo.com.br,Professor Hariovaldo,did:plc:2l4mw6exgkbx3jkj2nbbdwhp,sem violência detectada
at://did:plc:2l4mw6exgkbx3jkj2nbbdwhp/app.bsky.feed.post/3l3mv7hudop2s,bafyreiehahowleaplrl3zwyoh7b4fwug325dfks6rru223ncamuurrkwj4,Se tu coneceste a Maria amaria a Maria.,2024-09-08T07:43:12Z,0,0,1,2024-09-08T07:43:12Z,hariovaldo.com.br,Professor Hariovaldo,did:plc:2l4mw6exgkbx3jkj2nbbdwhp,sem violência detectada
at://did:plc:hcdxa6lsh7uc43shizgeu3df/app.bsky.feed.post/3l3kuelgjxw2m,bafyreic4qe7hlcycoqoi5pnqvjlnade6yktwz6bs56d3rh2gkm5gsdo5d4,Cadê essa turminha?,2024-09-07T12:22:50Z,0,0,0,2024-09-07T12:22:50Z,matucamaluca.bsky.social,NA,did:plc:hcdxa6lsh7uc43shizgeu3df,sem violência detectada
at://did:plc:hcdxa6lsh7uc43shizgeu3df/app.bsky.feed.post/3l3kubrojj624,bafyreie2u4zr5mnu7exl4bg2kubypouxj7mfty2lltjkarl756k5wy3q4m,"Não vai falar nada sobre o assédio cometido pelo ex Ministro Silvio. Não era o Bolsonaro que era machista? 
O governo já sabia faz tempo e ficou calado. Vocês são um bando de hipocritas. 💩🤮",2024-09-07T12:21:16Z,1,0,0,2024-09-07T12:21:16Z,matucamaluca.bsky.social,NA,did:plc:hcdxa6lsh7uc43shizgeu3df,sem violência detectada
at://did:plc:djji4qw2unubodopdhkzjap4/app.bsky.feed.post/3l3ktoho2cb2b,bafyreibrwctopxqrvkns624dpg5hbzv2yiyz5emkkjhjeo7hp5gtrqbexe,Maria do Rosário futura prefeita de Porto Alegre,2024-09-07T12:10:29Z,0,0,0,2024-09-07T12:10:28Z,fer30.bsky.social,Fernando,did:plc:djji4qw2unubodopdhkzjap4,sem violência detectada
at://did:plc:bfidzp4qrbvt4sxkmw5z5x4h/app.bsky.feed.post/3l3kue6zktd26,bafyreihyhl7xbgtn3jivpleo3is77qrrb6ir7s6bknn5tssh27zj4qukxq,Por fora bela viola. Por dentro pão bolorento.,2024-09-07T12:22:37Z,0,0,0,2024-09-07T12:22:37Z,tonicopuga.bsky.social,NA,did:plc:bfidzp4qrbvt4sxkmw5z5x4h,sem violência detectada
at://did:plc:34sugtlnpuxx2e2asq7vmq53/app.bsky.feed.post/3l3ktircxk72a,bafyreia36tc5isxgtecy4tefi5vyx2fgtj5feqnrk3t4ck5hmkb4s77vxe,"Ao nos “espalharmos” cada vez mais por Porto Alegre, vemos o quanto é possível uma nova cidade, de oportunidades, que garanta serviços básicos bem executados para a nossa gente. 

Muito obrigada, zona leste! A Porto Alegre que queremos será de todas as pessoas. 

#UnidadeporPOA #PovonaPrefeitura",2024-09-07T12:07:17Z,0,5,43,2024-09-07T12:07:17Z,mariadorosario.bsky.social,Maria do Rosário,did:plc:34sugtlnpuxx2e2asq7vmq53,sem violência detectada
at://did:plc:vwhy22a7yixz4v45ihnu5lu3/app.bsky.feed.post/3l3jc6c56jt2z,bafyreibno7zijrwlqrc2brzvjzubrsvdybxwwdduly53fxgkt24drhxyzq,"aguardar que tudo se resolva, pq se não, isso tudo vai marcar por muito tempo tanto a imagem pública dela quanto a de almeida.",2024-09-06T21:24:32Z,0,0,0,2024-09-06T21:24:32Z,ndyzq.bsky.social,AndyZimmerman 🫧🐬📖🧭⚖️,did:plc:vwhy22a7yixz4v45ihnu5lu3,sem violência detectada
at://did:plc:tnp4ybdmiouj6lbia4476bks/app.bsky.feed.post/3l3jbyithby24,bafyreiamhgbkyh3hfs2hqfkxryl6oa6hac46l544erm2rxqfrhsqv7rnz4,"Pq que ela não levou o caso internamente ao gov, especialmente ao pres @lula.com.br ao invés de levar a ONGs yankees, para as quais ela trabalha, e PIG, ambos aparato de revoluções coloridas e golpes, um mês antes das eleições municipais? 🤔Independente do que aconteceu, ela deve explicações ao gov!",2024-09-06T21:21:16Z,1,0,2,2024-09-06T21:21:16Z,edilittle.bsky.social,🚩EdLittle,did:plc:tnp4ybdmiouj6lbia4476bks,sem violência detectada
at://did:plc:ry6olzojtc7wzhht3srcv2ro/app.bsky.feed.post/3l3jh3csiy62e,bafyreiho64avix56mjmb5rrbfqc4udmxjka2tc3yqn4pqpr4bcnkdrrvha,É dever do estado mas firam fazer a denúncia numa ONG americana?,2024-09-06T22:52:20Z,0,0,0,2024-09-06T22:52:20Z,maianeroh.bsky.social,NA,did:plc:ry6olzojtc7wzhht3srcv2ro,sem violência detectada
at://did:plc:lmb3hu34sy3hskdhnbnqbllh/app.bsky.feed.post/3l3knr4srta2n,bafyreibftwy2kagiqttcv665msar3vozgl2ezmjn6ghmnafh2dkydli24m,Não vi apoio para a nora do Lula. Aquela que apanhava do Lulinha. Como pode o gaúcho votar em pessoa tão falsa e incompetente?,2024-09-07T10:24:36Z,0,0,0,2024-09-07T10:24:35Z,roarko.bsky.social,NA,did:plc:lmb3hu34sy3hskdhnbnqbllh,sem violência detectada
at://did:plc:ja2r3huuqzjlzuhw54dtr7pz/app.bsky.feed.post/3l3qsm3oimi2d,bafyreihrrq5v2wjbmn2ohpnuaawakgcqa6xiy3cfong7s3scjbe76mbshm,"CONDENAÇÃO por meio de LINCHAMENTO PÚBLICO sem INVESTIGAÇÃO e sem PROVAS ROBUSTAS INCONTESTÁVEIS é IMORAL e DESUMANO. Idêntico ao método lavajatista. Exige-se investigação IMPARCIAL e justiça IMPARCIAL. 
www.brasil247.com/blog/denunci...",2024-09-09T21:01:59Z,0,0,0,2024-09-09T21:01:59Z,rejany.bsky.social,NA,did:plc:ja2r3huuqzjlzuhw54dtr7pz,sem violência detectada
at://did:plc:atbdssmc76wawzwomvr52k5q/app.bsky.feed.post/3l3rvdif7gh2l,bafyreifjcyqodm3jn64r2se7p3g4efizy75jbs5yovb3ktoh4oyez76vnu,"Que o sorriso  
De DEUS se abra nas pétalas das flores 
E perfume sua vida  
de paz, ternura, alegria e muito amor..
A cada nascer de um novo dia!",2024-09-10T07:28:45Z,0,0,1,2024-09-10T07:28:45Z,claudiogon.bsky.social,Claudio Gon 💚💚💚,did:plc:atbdssmc76wawzwomvr52k5q,sem violência detectada
at://did:plc:eovcyqoncijm3ekwykhze7it/app.bsky.feed.post/3l3i2rhloxz2y,bafyreifhtfsskxno7tjy5ygtson5p23yuxcxapsbun3ltdtpp5hstbxmsm,MARIA DO ROSÁRIO PREFEITA,2024-09-06T09:39:26Z,0,2,2,2024-09-06T09:39:26Z,abraogodois.bsky.social,Abrão Godois,did:plc:eovcyqoncijm3ekwykhze7it,sem violência detectada
at://did:plc:bfidzp4qrbvt4sxkmw5z5x4h/app.bsky.feed.post/3l3hdc6ffze2j,bafyreihowx35uygdh5hrqus7ay7l4ii6idql42lzfj76edc5rw753unm6y,NA,2024-09-06T02:39:17Z,0,0,0,2024-09-06T02:39:17Z,tonicopuga.bsky.social,NA,did:plc:bfidzp4qrbvt4sxkmw5z5x4h,sem violência detectada
at://did:plc:4zit3f6wk54mu3max5gt5a4y/app.bsky.feed.post/3l3ijqtpovu2c,bafyreih6uoadezf3dxbhf6dxs4vffzxcitnhpzormiwvxx456txrdfbkuu,Maria do Rosario prefeita,2024-09-06T14:10:54Z,0,0,0,2024-09-06T14:07:31Z,audreivp.bsky.social,AudreiV.P,did:plc:4zit3f6wk54mu3max5gt5a4y,sem violência detectada
at://did:plc:vpp6kx6szfxisjc25magbo2f/app.bsky.feed.post/3l3gq3h54lq2n,bafyreifpvmxnundmqu55a7oshu3xm4tal4skwobrhwikn3qswx5m7lgraq,"Deputada, Coração funcionou a nível nacional, porém aqui está empatada com o Melo🤷🏻‍♀️ Onde está aquela esquerda combativa que defendia o trabalhador, os pobres, o social??? Em um país dividido, ❤️ não vai ganhar voto de indeciso! Fazer ❤️ nessa eleição parece que se está em Nárnia!🤦🏻‍♀️",2024-09-05T20:55:29Z,0,0,0,2024-09-05T20:55:29Z,adrinana.bsky.social,Adrinana,did:plc:vpp6kx6szfxisjc25magbo2f,sem violência detectada
at://did:plc:hpvj3dwh3b44vej3psd66wxz/app.bsky.feed.post/3l3eomxvin22j,bafyreibexwcfakvwdcnkwg6oy4zbuvjgx3rfjzudfbg654rugxb2jjusne,"Quem vota Maria, vota Any Moraes 13913. ✊🏽",2024-09-05T01:24:11Z,0,0,1,2024-09-05T01:24:11Z,anymoraes.bsky.social,Any Moraes 13913,did:plc:hpvj3dwh3b44vej3psd66wxz,sem violência detectada
at://did:plc:c2xwgsmvhpmfzch2k3lynrtw/app.bsky.feed.post/3l3bmx3djih2d,bafyreicfz5my2n3vuxka4fc2jbq2orfujelpuwrkafh4xahgrxunmet2fm,Cadê a linda da sua filha na campanha?,2024-09-03T20:16:04Z,0,0,0,2024-09-03T20:16:04Z,aleatorio.bsky.social,̶a̶l̶e̶ ̶a̶t̶o̶r̶i̶o̶,did:plc:c2xwgsmvhpmfzch2k3lynrtw,sem violência detectada
at://did:plc:7gnzgdbjes7n6fjoit5bzdvq/app.bsky.feed.post/3l3bzthqtsl2c,bafyreigyqf3plp3m4favedntjehq5pnn4uymoh5xay6smrc3yczrzcugim,"Porto Alegre precisa mudar para Desenvolver e a população se sentir em segurança. 
Vote Maria do Rosário Prefeita",2024-09-04T00:06:42Z,0,0,0,2024-09-04T00:06:41Z,1967289.bsky.social,Rosalia Martins Battistin,did:plc:7gnzgdbjes7n6fjoit5bzdvq,sem violência detectada
at://did:plc:374vecfggpud7xzxtfah4kqg/app.bsky.feed.post/3l3bme7usju2v,bafyreihim5c76svp6slfpzqxtdg54lvw5fn3ek77hltpme4wuyb2jnorc4,"Maria, vc vai ser eleita! <3",2024-09-03T20:05:33Z,0,0,0,2024-09-03T20:05:31Z,isabellabmuniz.bsky.social,🪑Isabella Mete-lhe a Cadeira 🪑,did:plc:374vecfggpud7xzxtfah4kqg,sem violência detectada
at://did:plc:zxrxjo44qv5hkswmtg4vobos/app.bsky.feed.post/3l3bmo5xagf2p,bafyreihcoihbxjtokeidcgny4rwyuknneefqdy7qb6xwftw2zfung2x7kq,Zap,2024-09-03T20:09:38Z,0,0,0,2024-09-03T20:09:38Z,ctcamarada.bsky.social,C_T_Camarada☭🚩🦑,did:plc:zxrxjo44qv5hkswmtg4vobos,sem violência detectada
at://did:plc:vkhhnw552eirz5r3ysfcxnoj/app.bsky.feed.post/3l3e5eeqzx52w,bafyreichugjo6kaac7xs4oilsnhuowiwmje4qffksxiijr46jmg5kiu4yu,Zap,2024-09-04T20:15:07Z,0,0,0,2024-09-04T20:15:07Z,rositaprates.bsky.social,Folha Seca,did:plc:vkhhnw552eirz5r3ysfcxnoj,sem violência detectada
at://did:plc:mqa5k7oxt2nooy3qxzmpktuq/app.bsky.feed.post/3l3cbvwlyvz25,bafyreibxnbpfiikkvdabsoldorgyb5j3yfrnwpyiy3sjw6yu4lbfephkpa,Zap,2024-09-04T02:31:12Z,0,0,0,2024-09-04T02:31:12Z,silviafernanda.bsky.social,Silvia,did:plc:mqa5k7oxt2nooy3qxzmpktuq,sem violência detectada
at://did:plc:mambojewzbdgzgggfxw7hhof/app.bsky.feed.post/3l3gjj24ez32p,bafyreic4jqbzslncq5etnsbguu3hqg2fvyehregedr6e5agslmdhwd2vim,Zap,2024-09-05T18:57:49Z,0,0,0,2024-09-05T18:57:49Z,700words.bsky.social,700words,did:plc:mambojewzbdgzgggfxw7hhof,sem violência detectada
at://did:plc:izqm7m7cq4fbqd5icbej3z7t/app.bsky.feed.post/3l3bt3pewgs2y,bafyreih3365yxkdrpkruxr5wevq52gmw36rdg7yqyd6fhq2jbvfvx5klia,zap,2024-09-03T22:06:02Z,0,0,0,2024-09-03T22:06:01Z,jeduamorim.bsky.social,Eduardo Amorim,did:plc:izqm7m7cq4fbqd5icbej3z7t,sem violência detectada
at://did:plc:hpvj3dwh3b44vej3psd66wxz/app.bsky.feed.post/3l3eougxug22p,bafyreiepczwyxro2wavaso7ssn7ehmftvaoglm4c3ce352w425t26vrgei,"𝐐𝐮𝐞𝐦 𝐯𝐨𝐭𝐚 𝐌𝐚𝐫𝐢𝐚, 𝐯𝐨𝐭𝐚 𝐞 𝐬𝐞𝐠𝐮𝐞 𝐀𝐧𝐲 𝐌𝐨𝐫𝐚𝐞𝐬 𝟏𝟑𝟗𝟏𝟑. ✊🏽👇🏾

bsky.app/profile/anym...",2024-09-05T01:28:21Z,0,0,0,2024-09-05T01:28:21Z,anymoraes.bsky.social,Any Moraes 13913,did:plc:hpvj3dwh3b44vej3psd66wxz,sem violência detectada
at://did:plc:fpzlu6velu4ooo5hh545qhaj/app.bsky.feed.post/3l3bpqsb4wb2a,bafyreigymgmcp76m2k6f7da3zemc7okq4mqduhqbqqd5zbbjlofbyh4gwa,"Maria, é sério que o PT vai fechar com essa nova regra da ficha limpa?",2024-09-03T21:06:14Z,0,0,0,2024-09-03T21:06:14Z,ameliaconta1.bsky.social,Amélia,did:plc:fpzlu6velu4ooo5hh545qhaj,sem violência detectada
at://did:plc:dfck3l3ha3nuwm2lbj5t5vfa/app.bsky.feed.post/3l3eeumspdg2z,bafyreiaevmd36pep3b75re6yyjjsgvjib2zinykellikmhkfyo6cyqgyeu,13 sempre.,2024-09-04T22:29:30Z,0,0,0,2024-09-04T22:29:30Z,mgeraldo.bsky.social,NA,did:plc:dfck3l3ha3nuwm2lbj5t5vfa,sem violência detectada
at://did:plc:cfbfkj6pmy5jp2wxxqrzrl2m/app.bsky.feed.post/3l3i5indx3p2s,bafyreic2cw5gtaayobur6u25bxh3bu3i33hfzt6f2y47flroov4u2fhiny,zap,2024-09-06T10:28:11Z,0,0,0,2024-09-06T10:28:11Z,dqlopes.bsky.social,🚩Daniel Lopes🚩,did:plc:cfbfkj6pmy5jp2wxxqrzrl2m,sem violência detectada
at://did:plc:7367jayl4zfklx5kg43lfubr/app.bsky.feed.post/3l3c6otj6t623,bafyreigyi337eynzgdjci4fgla5gyywhpuhzu345s2yuqwtqkqboz3rggm,Zap,2024-09-04T01:33:34Z,0,0,0,2024-09-04T01:33:34Z,laiomattos.bsky.social,NA,did:plc:7367jayl4zfklx5kg43lfubr,sem violência detectada
at://did:plc:47jqemgaherl3sfgymoklcgs/app.bsky.feed.post/3l3ecufuehx2m,bafyreibuczll6ulgbsik2dm77thjxjq23sfaomc4bqn45n3yzsat4slg2a,Zap,2024-09-04T21:53:56Z,0,0,0,2024-09-04T21:53:36Z,leandrosantana.bsky.social,Leandro Santana,did:plc:47jqemgaherl3sfgymoklcgs,sem violência detectada
at://did:plc:3u3c2qpkhrznmnj662lboq44/app.bsky.feed.post/3l3i7bn643b2z,bafyreic2lx6h55c6iyrtoca7s2ad22fuzfyskssf663562wqgoekeepadi,Zap,2024-09-06T11:00:03Z,0,0,0,2024-09-06T11:00:03Z,edlondero.bsky.social,NA,did:plc:3u3c2qpkhrznmnj662lboq44,sem violência detectada
at://did:plc:hpvj3dwh3b44vej3psd66wxz/app.bsky.feed.post/3l3eowpvs652d,bafyreieo3nmr3van7usnqtrtnhxj6xfjdb4lm27qxb5xalmuv24zhpbowq,"𝐐𝐮𝐞𝐦 𝐯𝐨𝐭𝐚 𝐧𝐚 𝐌𝐚𝐫𝐢𝐚 𝐩𝐚𝐫𝐚 𝐚 𝐜𝐢𝐝𝐚𝐝𝐞 𝐦𝐞𝐥𝐡𝐨𝐫𝐚𝐫, 𝐯𝐨𝐭𝐚 𝐞 𝐬𝐞𝐠𝐮𝐞 𝐀𝐧𝐲 𝐌𝐨𝐫𝐚𝐞𝐬 𝟏𝟑𝟗𝟏𝟑. ✊🏽👇🏾

bsky.app/profile/anym...",2024-09-05T01:29:38Z,0,0,0,2024-09-05T01:29:38Z,anymoraes.bsky.social,Any Moraes 13913,did:plc:hpvj3dwh3b44vej3psd66wxz,sem violência detectada
