reply_uri,reply_cid,reply_text,reply_created_at,reply_reply_count,reply_repost_count,reply_like_count,reply_indexed_at,reply_author_handle,reply_author_display_name,reply_author_did,original_post_uri,original_post_text
at://did:plc:vznftabtwg4oeksmqz7tjca3/app.bsky.feed.post/3l5mwf2hdod2w,bafyreid4cstoeyavd5ngec6mfaalv35f3d37znrd7cpnbzn3rr3lvm3g4i,"Marina, você felizmente conseguiu participar de alguns debates. Aqui no RJ a Carol Sponza foi completamente ignorada em TODOS os debates.

Eu queria de verdade entender qual a perseguição da grande imprensa com o partido NOVO",2024-10-03T18:54:31.818Z,0,0,1,2024-10-03T18:54:31.818Z,mattsantana.bsky.social,Matheus ...?!✠ Jesus Crist is my King 👑,did:plc:vznftabtwg4oeksmqz7tjca3,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5muq4qjwy2y,"CENSURA! Mais uma vez, querem calar a minha voz. Globo, do que vocês tem medo?

Marca a @tvglobo.com aqui e vamos exigir uma explicação! 
#Vote30"
at://did:plc:tkwfzrjwa4rorrue3z4ldjnk/app.bsky.feed.post/3l5nnurrtvb2d,bafyreidgw7rs3i6bmhvfm3khdgczl5t426iehlsuel3ugxzrk5kw25dt3q,😂😂😂😂,2024-10-04T01:54:59.880Z,0,0,0,2024-10-04T01:54:59.880Z,gilmardesou.bsky.social,,did:plc:tkwfzrjwa4rorrue3z4ldjnk,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5muq4qjwy2y,"CENSURA! Mais uma vez, querem calar a minha voz. Globo, do que vocês tem medo?

Marca a @tvglobo.com aqui e vamos exigir uma explicação! 
#Vote30"
at://did:plc:qcot6nq6yhooervxmpefi2sy/app.bsky.feed.post/3l5nkqabeo52c,bafyreigtqd6xvg5tzj76sbpzixndryfpnvcqtev5tvmfgreifny5mfaqc4,Seja firme e corajosa senadora.,2024-10-04T00:58:45.743Z,0,0,0,2024-10-04T00:58:45.743Z,robertoslm.bsky.social,Roberto 🇧🇷,did:plc:qcot6nq6yhooervxmpefi2sy,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5muq4qjwy2y,"CENSURA! Mais uma vez, querem calar a minha voz. Globo, do que vocês tem medo?

Marca a @tvglobo.com aqui e vamos exigir uma explicação! 
#Vote30"
at://did:plc:ny6nqpkrc5ekjgw35yiv4cak/app.bsky.feed.post/3l5nzxcuyti2x,bafyreiehco35myisdd5utwzhodqnpdkidskotif7t2l6zbzp4grxnrre6u,"A explicação é simples: você, de acordo com a lei eleitoral, não precisa ser convidada.
Deveríamos cobrar explicações da Globo sobre o convite ao candidato do PRTB, isso sim.
Nenhum de vocês dois deveria ter estado em nenhum dos debates.",2024-10-04T05:31:10.289Z,0,0,0,2024-10-04T05:31:10.289Z,crismoretto.bsky.social,,did:plc:ny6nqpkrc5ekjgw35yiv4cak,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5muq4qjwy2y,"CENSURA! Mais uma vez, querem calar a minha voz. Globo, do que vocês tem medo?

Marca a @tvglobo.com aqui e vamos exigir uma explicação! 
#Vote30"
at://did:plc:inbdmi5h2bbcborzrzjvzhxa/app.bsky.feed.post/3l5nje27zae2n,bafyreihbmdnujcypmgz6a4skngz7aunyavmfrg5724vg6fvjwlzle6fsya,Qual pesquisa vc passou o Datena?...,2024-10-04T00:34:03.386Z,0,0,0,2024-10-04T00:34:03.386Z,anderson539.bsky.social,,did:plc:inbdmi5h2bbcborzrzjvzhxa,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5muq4qjwy2y,"CENSURA! Mais uma vez, querem calar a minha voz. Globo, do que vocês tem medo?

Marca a @tvglobo.com aqui e vamos exigir uma explicação! 
#Vote30"
at://did:plc:wn5hgk2hwlvq6yn6nojfqdg3/app.bsky.feed.post/3l5ldfjmumh2w,bafyreif7v22ws6qy7vjulu5dmsutyyckpxquwhvsui2gim74dhwrvnmhza,,2024-10-03T03:42:11.774Z,0,0,1,2024-10-03T03:42:11.774Z,regisanches.bsky.social,,did:plc:wn5hgk2hwlvq6yn6nojfqdg3,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5b4hcxq432v,"Muita gente diz que eu sou a mais preparada, mas que não vai votar em mim por causa das pesquisas. Saiba que as pesquisas erram, e erram porque, no final, quem decide é você.

Vote Marina Helena para prefeita de São Paulo. 3️⃣0️⃣✅

#DebateRecord"
at://did:plc:vypziojzmatbmvdf3rerlu4r/app.bsky.feed.post/3l5cm3n6t352k,bafyreidep6qdzz2ebvtgc3mxwh5pyn6urt6jwtsx7ocpop3ksrypb637g4,Muita gente = seus familiares  kkkkkkkkk,2024-09-29T16:23:45.800Z,0,0,3,2024-09-29T16:23:45.800Z,robertaro.bsky.social,Beta 🚩,did:plc:vypziojzmatbmvdf3rerlu4r,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5b4hcxq432v,"Muita gente diz que eu sou a mais preparada, mas que não vai votar em mim por causa das pesquisas. Saiba que as pesquisas erram, e erram porque, no final, quem decide é você.

Vote Marina Helena para prefeita de São Paulo. 3️⃣0️⃣✅

#DebateRecord"
at://did:plc:vh4nyvbez34e7hyynzkbmhkx/app.bsky.feed.post/3l5cgjxoudz2c,bafyreibb4dz6ca562q7sxlwx5ptd26c546icvxfwyr3jnjlt53tsx7cjru,Kkkkkkkkkkkkkk,2024-09-29T14:44:23.959Z,0,0,2,2024-09-29T14:44:23.959Z,pif45.bsky.social,ProfessorPIF,did:plc:vh4nyvbez34e7hyynzkbmhkx,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5b4hcxq432v,"Muita gente diz que eu sou a mais preparada, mas que não vai votar em mim por causa das pesquisas. Saiba que as pesquisas erram, e erram porque, no final, quem decide é você.

Vote Marina Helena para prefeita de São Paulo. 3️⃣0️⃣✅

#DebateRecord"
at://did:plc:tkwfzrjwa4rorrue3z4ldjnk/app.bsky.feed.post/3l5d2vdwu6g2s,bafyreig45zpf7ibxjnzq32cgxx3dsb6yji54m6friq3utj45v5slcvjmcm,Tu tem a carisma de uma foca morta,2024-09-29T20:48:40.103Z,0,0,1,2024-09-29T20:48:40.103Z,gilmardesou.bsky.social,,did:plc:tkwfzrjwa4rorrue3z4ldjnk,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5b4hcxq432v,"Muita gente diz que eu sou a mais preparada, mas que não vai votar em mim por causa das pesquisas. Saiba que as pesquisas erram, e erram porque, no final, quem decide é você.

Vote Marina Helena para prefeita de São Paulo. 3️⃣0️⃣✅

#DebateRecord"
at://did:plc:qi4io2ii7usgutc3527lk3rg/app.bsky.feed.post/3l5g4norgji2q,bafyreicrf3ch6xu2p33v7v2se4tcy2u4726sh2etsngyclqnwi7egbp3mm,E verdade que vc e filha de ex  ministro e fica pagando de selfmade?,2024-10-01T01:58:10.316Z,0,0,2,2024-10-01T01:58:10.316Z,labcooker.bsky.social,,did:plc:qi4io2ii7usgutc3527lk3rg,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5b4hcxq432v,"Muita gente diz que eu sou a mais preparada, mas que não vai votar em mim por causa das pesquisas. Saiba que as pesquisas erram, e erram porque, no final, quem decide é você.

Vote Marina Helena para prefeita de São Paulo. 3️⃣0️⃣✅

#DebateRecord"
at://did:plc:nsz63yasz7g7r3ofqak3o7e5/app.bsky.feed.post/3l5evxnplb625,bafyreifhmpb6vv6wmgwywvl7e3jjmf4bnyhus5o252vponcwwlylherbgq,"Boas férias, Patricinha. Não volte a se candidatar por esse lixo de partido e nenhum outro.",2024-09-30T14:25:49.158Z,0,0,2,2024-09-30T14:25:49.158Z,philipeps.bsky.social,philipe,did:plc:nsz63yasz7g7r3ofqak3o7e5,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5b4hcxq432v,"Muita gente diz que eu sou a mais preparada, mas que não vai votar em mim por causa das pesquisas. Saiba que as pesquisas erram, e erram porque, no final, quem decide é você.

Vote Marina Helena para prefeita de São Paulo. 3️⃣0️⃣✅

#DebateRecord"
at://did:plc:hf433rl5hgorrsfx6hqfz7pv/app.bsky.feed.post/3l5deekvcrv2a,bafyreibc3bb7btephetugt22vgonab3oqitb74suk2sswvbgpsogbz5bju,"Uma das maiores imbecilidades do povo inculto brasileiro, que é a maioria desde que a esquerda assumiu o poder, é a ""não quero perder meu voto"".",2024-09-29T23:38:16.800Z,0,0,0,2024-09-29T23:38:15.709Z,ditojota.bsky.social,,did:plc:hf433rl5hgorrsfx6hqfz7pv,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5b4hcxq432v,"Muita gente diz que eu sou a mais preparada, mas que não vai votar em mim por causa das pesquisas. Saiba que as pesquisas erram, e erram porque, no final, quem decide é você.

Vote Marina Helena para prefeita de São Paulo. 3️⃣0️⃣✅

#DebateRecord"
at://did:plc:gst745jvnufjo44qll4otwpt/app.bsky.feed.post/3l5cxd3szd52k,bafyreidatxpu4n5acq5aslvlxvm3nwtnofl4qjvbmxh5ga6wtmfmiqdu3i,Ridícula!,2024-09-29T19:45:24.007Z,0,0,1,2024-09-29T19:44:47.712Z,luismartinsfilho.bsky.social,,did:plc:gst745jvnufjo44qll4otwpt,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5b4hcxq432v,"Muita gente diz que eu sou a mais preparada, mas que não vai votar em mim por causa das pesquisas. Saiba que as pesquisas erram, e erram porque, no final, quem decide é você.

Vote Marina Helena para prefeita de São Paulo. 3️⃣0️⃣✅

#DebateRecord"
at://did:plc:gst745jvnufjo44qll4otwpt/app.bsky.feed.post/3l5cxcfnkf52j,bafyreia4a6gnoixiad4ilczi6u5ica73sxospju225flbgjmxu64nmthua,"Mais preparada o que? Uma pessoa que repete falácias a respeito de Paulo Freire, o brasileiro mais estudado nas universidades mundo afora! Sai fora patricinha!",2024-09-29T19:45:00.922Z,0,0,3,2024-09-29T19:44:24.413Z,luismartinsfilho.bsky.social,,did:plc:gst745jvnufjo44qll4otwpt,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5b4hcxq432v,"Muita gente diz que eu sou a mais preparada, mas que não vai votar em mim por causa das pesquisas. Saiba que as pesquisas erram, e erram porque, no final, quem decide é você.

Vote Marina Helena para prefeita de São Paulo. 3️⃣0️⃣✅

#DebateRecord"
at://did:plc:76pokb4kdsa2dvr564gblm5t/app.bsky.feed.post/3l5doih4php2x,bafyreiatihbneuonuykxcvhqfogbd3am7msyoayi223cg24zsdllj2cbam,Iludiiiiida,2024-09-30T02:42:37.645Z,0,0,2,2024-09-30T02:39:24.210Z,luciapedroni.bsky.social,Lucia Pedroni,did:plc:76pokb4kdsa2dvr564gblm5t,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5b4hcxq432v,"Muita gente diz que eu sou a mais preparada, mas que não vai votar em mim por causa das pesquisas. Saiba que as pesquisas erram, e erram porque, no final, quem decide é você.

Vote Marina Helena para prefeita de São Paulo. 3️⃣0️⃣✅

#DebateRecord"
at://did:plc:vsv2jknun3nc64dhb37lkqva/app.bsky.feed.post/3l5c6msaxzn2i,bafyreietex7inx35hy3ekle25xmc3fmgbr6cxvvjux4lkawpct3mlneqb4,"Mas, e as provas do jatinho da Tábata?",2024-09-29T12:22:49.708Z,0,0,0,2024-09-29T12:22:49.708Z,lenintrotsky.bsky.social,LeninTrotsky,did:plc:vsv2jknun3nc64dhb37lkqva,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5az5n2nq72q,"Outro ponto fundamental é cuidar da sua segurança, pois, sem segurança, a gente não faz nada. A ideia é triplicar o orçamento da segurança, que hoje só recebe 1 em cada 100 reais. Vamos dobrar o efetivo da GMC, armá-la e treiná-la bem para proteger o nosso maior patrimônio: o cidadão.

#DebateRecord"
at://did:plc:vh4nyvbez34e7hyynzkbmhkx/app.bsky.feed.post/3l5cgflqwh727,bafyreiecw4lc2zbspfzpie47hvzfxktuptflomm75udwxx3bi5ntt7ojca,😂😂😂😂diz outra ALEXA😂😂😂😂😂,2024-09-29T14:41:57.229Z,0,0,0,2024-09-29T14:41:57.229Z,pif45.bsky.social,ProfessorPIF,did:plc:vh4nyvbez34e7hyynzkbmhkx,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5az5n2nq72q,"Outro ponto fundamental é cuidar da sua segurança, pois, sem segurança, a gente não faz nada. A ideia é triplicar o orçamento da segurança, que hoje só recebe 1 em cada 100 reais. Vamos dobrar o efetivo da GMC, armá-la e treiná-la bem para proteger o nosso maior patrimônio: o cidadão.

#DebateRecord"
at://did:plc:koqfeitp6p74umbtfl3olwtt/app.bsky.feed.post/3l5b44b3sik2b,bafyreifubcpznxw5xmrnbhwbwfij2dts7bo5t5mbkayxd4w2nnds4fyb7i,"""Vamos"" coisa alguma, vc não vai nada pq não vai nem chegar perto de sequer ir pro 2o turno.

Tchau, ignorante.",2024-09-29T02:05:06.777Z,0,0,0,2024-09-29T02:05:06.777Z,jocadade.bsky.social,Joca ❤️ Lula lá ❤️,did:plc:koqfeitp6p74umbtfl3olwtt,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5az5n2nq72q,"Outro ponto fundamental é cuidar da sua segurança, pois, sem segurança, a gente não faz nada. A ideia é triplicar o orçamento da segurança, que hoje só recebe 1 em cada 100 reais. Vamos dobrar o efetivo da GMC, armá-la e treiná-la bem para proteger o nosso maior patrimônio: o cidadão.

#DebateRecord"
at://did:plc:icakdmnow235dlgprty2iieq/app.bsky.feed.post/3l5b27icybf2j,bafyreifz2ckxhxhnnxgb5qcnhjvx7gb63be5wabc2vqndcfnkjlwr4j6mu,"Na NORUEGA,FINLÂNDIA,SUECIA,ÁUSTRIA,DINAMARCA,UK,BÉLGICA,NOVA ZELANDIA,..ENFIM..OS MELHORES PAÍSES P SE VIVER NO MUNDO,OS POLICIAIS NAO TEM ARMAS,O INVESTIMENTO EM EDUCAÇÃO É ALTO E AS DROGAS SAO DISCRIMINALIZADAS(Para usuários),vc conhece esses países?eu conheço!TODOS ELES!",2024-09-29T01:31:08.026Z,1,0,2,2024-09-29T01:31:08.026Z,lexoporex.bsky.social,Únior,did:plc:icakdmnow235dlgprty2iieq,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5az5n2nq72q,"Outro ponto fundamental é cuidar da sua segurança, pois, sem segurança, a gente não faz nada. A ideia é triplicar o orçamento da segurança, que hoje só recebe 1 em cada 100 reais. Vamos dobrar o efetivo da GMC, armá-la e treiná-la bem para proteger o nosso maior patrimônio: o cidadão.

#DebateRecord"
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l5b2ng563p2f,bafyreibzpymbtf7ycmzjyhxyaqrjiz32fllrnxcbfqd3dc6jktrd4qg3by,"PAULISTANO NÃO É BURRO, SUA SAFADA, JUMENTA",2024-09-29T01:38:55.482Z,0,0,0,2024-09-29T01:38:55.482Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5az5n2nq72q,"Outro ponto fundamental é cuidar da sua segurança, pois, sem segurança, a gente não faz nada. A ideia é triplicar o orçamento da segurança, que hoje só recebe 1 em cada 100 reais. Vamos dobrar o efetivo da GMC, armá-la e treiná-la bem para proteger o nosso maior patrimônio: o cidadão.

#DebateRecord"
at://did:plc:5ifrakplasnm5dxduqljgzue/app.bsky.feed.post/3l5b3xybr622b,bafyreif3fzs4zdswg4zdk2o64d6cqmbvgs2mjrp3gfsjmwm5v4rims2fay,"Oi, Marina, tudo bom?

Tava vendo sua participação no debate da record e lembrei disso:

""É fundamental diminuir a distância entre o que se diz e o que se faz, de tal forma que, num dado momento, a tua fala seja a tua prática.""

Paulo Freire",2024-09-29T02:02:43.246Z,0,0,1,2024-09-29T02:02:43.246Z,prissguerrero1.bsky.social,Priss Guerrero - The Last Clever Barbarian,did:plc:5ifrakplasnm5dxduqljgzue,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5az5n2nq72q,"Outro ponto fundamental é cuidar da sua segurança, pois, sem segurança, a gente não faz nada. A ideia é triplicar o orçamento da segurança, que hoje só recebe 1 em cada 100 reais. Vamos dobrar o efetivo da GMC, armá-la e treiná-la bem para proteger o nosso maior patrimônio: o cidadão.

#DebateRecord"
at://did:plc:wn5hgk2hwlvq6yn6nojfqdg3/app.bsky.feed.post/3l5ldjo5yfp2l,bafyreiby2lkt76obzvcgzffwdnobn64nlw72yb7ebrdxovew73n3uv4ity,,2024-10-03T03:44:30.748Z,0,0,0,2024-10-03T03:44:30.748Z,regisanches.bsky.social,,did:plc:wn5hgk2hwlvq6yn6nojfqdg3,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5aydiygc32f,"Boulos invadiu e depredou prédios públicos. Ele invadiu e quebrou ministérios aqui em São Paulo. Por muito menos, o que ele chama de “terrorista” do 8 de janeiro, gente que escreveu “perdeu, mané” com batom, está longe do convívio dos seus filhos.

#DebateRecord"
at://did:plc:vypziojzmatbmvdf3rerlu4r/app.bsky.feed.post/3l5cm5idosn2i,bafyreiednnkr3rvya7oimnqcfvk2dhnrhmzyoi25qly33q2ntqrpdnlu4e,"Sai pra lá,  propagadora de fake news",2024-09-29T16:24:47.858Z,0,0,0,2024-09-29T16:24:47.858Z,robertaro.bsky.social,Beta 🚩,did:plc:vypziojzmatbmvdf3rerlu4r,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5aydiygc32f,"Boulos invadiu e depredou prédios públicos. Ele invadiu e quebrou ministérios aqui em São Paulo. Por muito menos, o que ele chama de “terrorista” do 8 de janeiro, gente que escreveu “perdeu, mané” com batom, está longe do convívio dos seus filhos.

#DebateRecord"
at://did:plc:vsv2jknun3nc64dhb37lkqva/app.bsky.feed.post/3l5c6uot2622o,bafyreia743mgliu332y2pzl4wd56dhoocwj5yfcy4rt5jz67dib46pnzym,"Eu vi Boulos arrancando uma porta de um gabinete e jogando na rua. Eu vi Boulos esfaqueando uma tela. Eu vi Boulos jogando um relógio histórico no chão. Eu vi Boulos cagando no tapete do congresso. Eu vi Boulos quebrando todos os vidros do congresso, STF e palácio.",2024-09-29T12:27:14.525Z,0,0,3,2024-09-29T12:27:14.413Z,lenintrotsky.bsky.social,LeninTrotsky,did:plc:vsv2jknun3nc64dhb37lkqva,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5aydiygc32f,"Boulos invadiu e depredou prédios públicos. Ele invadiu e quebrou ministérios aqui em São Paulo. Por muito menos, o que ele chama de “terrorista” do 8 de janeiro, gente que escreveu “perdeu, mané” com batom, está longe do convívio dos seus filhos.

#DebateRecord"
at://did:plc:tkwfzrjwa4rorrue3z4ldjnk/app.bsky.feed.post/3l5d2xnldqq2o,bafyreiahonuypyi7j5csshoo2kgzafw33tktiqaf5vmojibzrdydo4qcyi,"Tá, mas o boulos pregava golpe de estado?",2024-09-29T20:49:57.578Z,0,0,1,2024-09-29T20:49:57.578Z,gilmardesou.bsky.social,,did:plc:tkwfzrjwa4rorrue3z4ldjnk,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5aydiygc32f,"Boulos invadiu e depredou prédios públicos. Ele invadiu e quebrou ministérios aqui em São Paulo. Por muito menos, o que ele chama de “terrorista” do 8 de janeiro, gente que escreveu “perdeu, mané” com batom, está longe do convívio dos seus filhos.

#DebateRecord"
at://did:plc:mfvbv5eqlriu4wwfclvaoacj/app.bsky.feed.post/3l5co2f3bah2j,bafyreiafq4hhzme5mijisu5bhs7smxlwn5ps34pfdloofori7gzzmuvhje,FAKE NEWS,2024-09-29T16:58:50.682Z,0,0,0,2024-09-29T16:58:50.682Z,vicantafora.bsky.social,🚩🇵🇸🇱🇧🇮🇷🇾🇪🪑Vick Cant.,did:plc:mfvbv5eqlriu4wwfclvaoacj,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5aydiygc32f,"Boulos invadiu e depredou prédios públicos. Ele invadiu e quebrou ministérios aqui em São Paulo. Por muito menos, o que ele chama de “terrorista” do 8 de janeiro, gente que escreveu “perdeu, mané” com batom, está longe do convívio dos seus filhos.

#DebateRecord"
at://did:plc:koqfeitp6p74umbtfl3olwtt/app.bsky.feed.post/3l5b46aj76l2c,bafyreiglposvsty77sydek6p6zlir6eykhrvlmcff6n34wwc6dwk5otwle,"Os arruaceiros do 8 de janeiro são terroristas, e têm q apodrecer na cadeia",2024-09-29T02:06:13.044Z,0,0,2,2024-09-29T02:06:13.044Z,jocadade.bsky.social,Joca ❤️ Lula lá ❤️,did:plc:koqfeitp6p74umbtfl3olwtt,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5aydiygc32f,"Boulos invadiu e depredou prédios públicos. Ele invadiu e quebrou ministérios aqui em São Paulo. Por muito menos, o que ele chama de “terrorista” do 8 de janeiro, gente que escreveu “perdeu, mané” com batom, está longe do convívio dos seus filhos.

#DebateRecord"
at://did:plc:koqfeitp6p74umbtfl3olwtt/app.bsky.feed.post/3l5b44mhazr2r,bafyreifkzfiljgidlbuazw32ahurc6cjuaolnwsyswzeaaauvtnogazzt4,Para de MENTIR,2024-09-29T02:05:18.657Z,0,0,2,2024-09-29T02:05:18.657Z,jocadade.bsky.social,Joca ❤️ Lula lá ❤️,did:plc:koqfeitp6p74umbtfl3olwtt,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5aydiygc32f,"Boulos invadiu e depredou prédios públicos. Ele invadiu e quebrou ministérios aqui em São Paulo. Por muito menos, o que ele chama de “terrorista” do 8 de janeiro, gente que escreveu “perdeu, mané” com batom, está longe do convívio dos seus filhos.

#DebateRecord"
at://did:plc:gst745jvnufjo44qll4otwpt/app.bsky.feed.post/3l5cxgz3ote2w,bafyreia2zxy2cpqmsirwlj7ygo2gqavdgjqjto3tvthaaqaznxxedvhvyy,Mentirosa! Sai fora patricinha! Boulos sempre liderou o movimento de garantia constitucional ao direito à moradia.,2024-09-29T19:47:35.510Z,0,0,1,2024-09-29T19:46:59.110Z,luismartinsfilho.bsky.social,,did:plc:gst745jvnufjo44qll4otwpt,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5aydiygc32f,"Boulos invadiu e depredou prédios públicos. Ele invadiu e quebrou ministérios aqui em São Paulo. Por muito menos, o que ele chama de “terrorista” do 8 de janeiro, gente que escreveu “perdeu, mané” com batom, está longe do convívio dos seus filhos.

#DebateRecord"
at://did:plc:wn5hgk2hwlvq6yn6nojfqdg3/app.bsky.feed.post/3l5axogagqm23,bafyreidgwcwz45xeuedccch4vg2qutp3gpt6qp73mez33oqmog5wivqge4,"Tá maluca, mona? Inventando besteira pra atacar Boulos e o MTST?! Pirou 5%?!?",2024-09-29T00:45:47.988Z,0,0,1,2024-09-29T00:45:47.988Z,regisanches.bsky.social,,did:plc:wn5hgk2hwlvq6yn6nojfqdg3,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5awsqsd3w2x,"O brasileiro trabalha metade do ano para pagar impostos e não consegue andar com o celular na rua. Se a gente gastar menos dinheiro com parasitas e com a companheirada, vai sobrar dinheiro para cuidar de você e da sua família.

#DebateRecord"
at://did:plc:gst745jvnufjo44qll4otwpt/app.bsky.feed.post/3l5cxi2uitr2d,bafyreiguvochgmlod7z3kf6qkhiaokple3dauxhx2kac4pzdiextfzs4yy,Burguesa safada!,2024-09-29T19:48:10.942Z,0,0,1,2024-09-29T19:47:34.415Z,luismartinsfilho.bsky.social,,did:plc:gst745jvnufjo44qll4otwpt,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5awsqsd3w2x,"O brasileiro trabalha metade do ano para pagar impostos e não consegue andar com o celular na rua. Se a gente gastar menos dinheiro com parasitas e com a companheirada, vai sobrar dinheiro para cuidar de você e da sua família.

#DebateRecord"
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l5b2krltlr2f,bafyreieizahd2hy3mfrjd33izzgv6k6sljvtyaj6yg7sdksyw4ffcp4ixi,"ROBOTROM ESTÁ CONFIGURADA NAS ELEIÇÕES BOLSONARISTAS DE 2018.

PAULISTANO NÃO É BURRO",2024-09-29T01:37:26.832Z,0,0,0,2024-09-29T01:37:26.832Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5awsqsd3w2x,"O brasileiro trabalha metade do ano para pagar impostos e não consegue andar com o celular na rua. Se a gente gastar menos dinheiro com parasitas e com a companheirada, vai sobrar dinheiro para cuidar de você e da sua família.

#DebateRecord"
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l5axkkbxop2l,bafyreia2e5ustrexrndmhgzabntk5yv26dx3cfleaurgld3nyuoaucx3oq,"A Robotrom , chaveirinho do Pauno Guedes, mentindo.

Se enterra de vez escrotona",2024-09-29T00:43:37.774Z,0,0,1,2024-09-29T00:43:37.774Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5awsqsd3w2x,"O brasileiro trabalha metade do ano para pagar impostos e não consegue andar com o celular na rua. Se a gente gastar menos dinheiro com parasitas e com a companheirada, vai sobrar dinheiro para cuidar de você e da sua família.

#DebateRecord"
at://did:plc:tkwfzrjwa4rorrue3z4ldjnk/app.bsky.feed.post/3l5d2z3dqkl2v,bafyreidampmvvluzgq5bscmvgt3qsx37f34bjfgiv7xewhdwqstyqbv2vi,É o candidato do seu painho bolsonaro,2024-09-29T20:50:45.553Z,0,0,0,2024-09-29T20:50:45.553Z,gilmardesou.bsky.social,,did:plc:tkwfzrjwa4rorrue3z4ldjnk,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5awlg3frd2v,"""Ricardo Nunes, na campanha, gastou 637 mil reais no aluguel de 12 carros de uma empresa estranha. Gostaria que você explicasse isso aos eleitores: como foi usado esse recurso dos nossos impostos?""

#DebateRecord"
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l5axo2w2df2o,bafyreid3a6aha734y2tha2bzo6qddmr73nd6qy5soz2q4xoa4gq5y2ptem,Robotrom sempre achando que tá no desgoverno do Bozo,2024-09-29T00:45:36.041Z,0,0,1,2024-09-29T00:45:36.041Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l5awlg3frd2v,"""Ricardo Nunes, na campanha, gastou 637 mil reais no aluguel de 12 carros de uma empresa estranha. Gostaria que você explicasse isso aos eleitores: como foi usado esse recurso dos nossos impostos?""

#DebateRecord"
