reply_uri,reply_cid,original_post_uri,original_post_text,original_post_author_handle,reply_text,reply_created_at,reply_reply_count,reply_repost_count,reply_like_count,reply_indexed_at,reply_author_handle,reply_author_display_name,reply_author_did,palavras_encontradas,contagem_palavras
at://did:plc:v55fzpahy7yttwknerdfdpg3/app.bsky.feed.post/3kpto7wm4ma2v,bafyreidunruar6lznz62ty2zfa4nui5nbpl7zb4weyyg6x3v3owqxxd3zq,at://did:plc:fhowz75lmnngepxivj4p4yuz/app.bsky.feed.post/3kpsww453u323,"Pessoal, vamos criar uma grande rede de resistência à tirania de Elon Musk no X aqui no Blue Sky. Nossa luta em defesa da democracia é contra a extrema direita não vai parar nem será censurada pelos caprichos de um bilionário neocolonizador. Seguimos em defesa do Brasil e do povo brasileiro!",lindberghfarias.bsky.social,"Já tinha saído do Twitter a 2 anos, achava que aquilo qualquer lunático dava aparte, para eliminar o X estamos juntos aqui.",2024-04-11T07:24:30Z,0,0,0,2024-04-11T07:24:30Z,robertototh.bsky.social,NA,did:plc:v55fzpahy7yttwknerdfdpg3,lunático,1
at://did:plc:qpw6u2dfnipmimrhiv2eaimw/app.bsky.feed.post/3kpt54xmvrz2c,bafyreihnd73lwh7fqtxizjpkgsu5droetks6p3dxhzmvfearmflcrhfqzq,at://did:plc:fhowz75lmnngepxivj4p4yuz/app.bsky.feed.post/3kpsww453u323,"Pessoal, vamos criar uma grande rede de resistência à tirania de Elon Musk no X aqui no Blue Sky. Nossa luta em defesa da democracia é contra a extrema direita não vai parar nem será censurada pelos caprichos de um bilionário neocolonizador. Seguimos em defesa do Brasil e do povo brasileiro!",lindberghfarias.bsky.social,"Esse gringo e bozoloides  são uma piada, acham que podem desrespeitar nossas Leis. Bandidos sem noção!",2024-04-11T02:18:31Z,0,0,0,2024-04-11T02:18:31Z,maripoz.bsky.social,Maripoz,did:plc:qpw6u2dfnipmimrhiv2eaimw,piada,1
at://did:plc:ju344dlp2z34o3cgmljlo3zf/app.bsky.feed.post/3kptf636fdq26,bafyreibyvxteowdyn7ty2j7l3dwq4ctwaqt24zdff7lc5woyvmmfkbhxma,at://did:plc:fhowz75lmnngepxivj4p4yuz/app.bsky.feed.post/3kpsww453u323,"Pessoal, vamos criar uma grande rede de resistência à tirania de Elon Musk no X aqui no Blue Sky. Nossa luta em defesa da democracia é contra a extrema direita não vai parar nem será censurada pelos caprichos de um bilionário neocolonizador. Seguimos em defesa do Brasil e do povo brasileiro!",lindberghfarias.bsky.social,"Simbora, @lindberghfarias.bsky.social !!! Bilionário fascista não está com nada. Aliás, o cara surtou de vez e já está passando vergonha.",2024-04-11T04:42:22Z,0,0,0,2024-04-11T04:42:22Z,leiladurja04.bsky.social,Leila Durja 🚩🇧🇷⭐🚩,did:plc:ju344dlp2z34o3cgmljlo3zf,"vergonha, fascista",2
at://did:plc:cuhvrgjfujjigln7jpmov4uh/app.bsky.feed.post/3kpstzpxjtd2s,bafyreicbzr4v76lsniqmlemdydqjzduf3eg4vkhklnhpajncu5ybmiil44,at://did:plc:go2rbxfclugdyr7k6tgk6wxu/app.bsky.feed.post/3kpsqyc5pe62u,"URGENTE! A extrema direita defensora de miliciano tentou, mas a Câmara Federal acaba de decidir pela manutenção da prisão do deputado do União Brasil, Chiquinho Brasão, um dos mandates do assassinato de Marielle e Anderson. Votei SIM!",nataliabonavides.bsky.social,"Não existe norma moral que essa galera bolsonarista não consiga relativizar. 
Psicopatas!",2024-04-10T23:35:43Z,0,0,0,2024-04-10T23:35:43Z,qalhau.bsky.social,Leandro Qalhau,did:plc:cuhvrgjfujjigln7jpmov4uh,moral,1
at://did:plc:ydzmi4cdjbxi6ue5l5d547on/app.bsky.feed.post/3kpski3idph26,bafyreidsxj6yoqy7mru7wdenxi33lqvwpyd3cra2cvc24r5ilhsxjj6cgi,at://did:plc:go2rbxfclugdyr7k6tgk6wxu/app.bsky.feed.post/3kpse5ic6ri2f,"Importante! Por 39 votos a 25, a Comissão de Justiça da Câmara Federal aprovou a manutenção da prisão do deputado Chiquinho Brasão (União Brasil), um dos mandantes do assassinato de Marielle e Anderson. Olha só, 25 parlamentares queriam livrar o miliciano! Votação agora segue pro plenário.",nataliabonavides.bsky.social,"Essa direita fascista passa pano pra assassino,  mafioso, pedófilos e etc...",2024-04-10T20:44:49Z,0,0,2,2024-04-10T20:44:49Z,lauragitarren.bsky.social,Laura,did:plc:ydzmi4cdjbxi6ue5l5d547on,fascista,1
at://did:plc:tk2abqgofb26bnxw7rgoltnt/app.bsky.feed.post/3kpshss3jcv24,bafyreibzzjxcwgg5tmsh6e3uj2y2hcygqmcm7b6xvafuiijxadrxepcei4,at://did:plc:go2rbxfclugdyr7k6tgk6wxu/app.bsky.feed.post/3kpse5ic6ri2f,"Importante! Por 39 votos a 25, a Comissão de Justiça da Câmara Federal aprovou a manutenção da prisão do deputado Chiquinho Brasão (União Brasil), um dos mandantes do assassinato de Marielle e Anderson. Olha só, 25 parlamentares queriam livrar o miliciano! Votação agora segue pro plenário.",nataliabonavides.bsky.social,"Eles estão articulando para esvaziar o plenário e não ter votação, uma vergonha!",2024-04-10T19:57:07Z,0,0,0,2024-04-10T19:57:07Z,iluskabenicio.bsky.social,Iluska Benício,did:plc:tk2abqgofb26bnxw7rgoltnt,vergonha,1
at://did:plc:h4nprhaq2hus4a46w6ij6wm5/app.bsky.feed.post/3kpsgqclnr32f,bafyreigb3fqwvlsa3eaasomg7jzjswtqz3vfxsh62i4cagzzy3a45gmm6u,at://did:plc:go2rbxfclugdyr7k6tgk6wxu/app.bsky.feed.post/3kpse5ic6ri2f,"Importante! Por 39 votos a 25, a Comissão de Justiça da Câmara Federal aprovou a manutenção da prisão do deputado Chiquinho Brasão (União Brasil), um dos mandantes do assassinato de Marielle e Anderson. Olha só, 25 parlamentares queriam livrar o miliciano! Votação agora segue pro plenário.",nataliabonavides.bsky.social,"Agora quero ver como vai ficar no plenário, com o canalha do Lira manipulando o baixo clero, sei não.",2024-04-10T19:37:49Z,0,0,0,2024-04-10T19:37:49Z,geraferreira.bsky.social,GeraFerreira,did:plc:h4nprhaq2hus4a46w6ij6wm5,canalha,1
at://did:plc:iopqzam7jcx4rdpsshbleyk4/app.bsky.feed.post/3kpy3aqg5ya2t,bafyreidxgvxvj2lvn5m5ocqme2rvehogegznx2ftmfydvbyb3xrbmbdjg4,at://did:plc:go2rbxfclugdyr7k6tgk6wxu/app.bsky.feed.post/3kpncxaftz62b,"Fiquemos em alerta sempre, as eleições de 2022 foram apenas uma trincheira vencida contra o fascismo. É hora do Congresso agir contra as fake news e a interferência das redes sociais e votar de forma urgente o PL 2630/2020 na Câmara.",nataliabonavides.bsky.social,"Não na legislatura do PIOR congresso que esse país já teve.

Congresso que se beneficia exatamente disso.

Tem muita água pra passar nesse rio fascista.",2024-04-13T01:28:15Z,0,0,1,2024-04-13T01:28:15Z,igorxm.bsky.social,Igor Xavier,did:plc:iopqzam7jcx4rdpsshbleyk4,fascista,1
at://did:plc:yvpecdzax33jzuwqofwlgyig/app.bsky.feed.post/3kpmzi7hclp2w,bafyreihwgzg4jvqxjhit2olpdvo3geixbyqofgfbbtq3cp5v7ngav4llxu,at://did:plc:34w2qqfauelc42s57x2mc4dt/app.bsky.feed.post/3kpmozeepiv2a,"EN Version: 

- Help! Elon Musk! Help! There’s a dictatorial regime in Brazil and maybe I’m gonna be arrested! 😭😭😭

(Other Brazilians)

- hahaha

- ahahahhahah

- 😂😂😂",leilagermano.bsky.social,Se tivesse ditadura eles nem podiam falar q era ditadurakkkkk,2024-04-08T15:57:20Z,0,0,0,2024-04-08T15:57:20Z,crossnekoo.bsky.social,💜🏳️‍🌈CrossNekoo🏳️‍⚧️🍉,did:plc:yvpecdzax33jzuwqofwlgyig,ditadura,1
at://did:plc:sh5evn3ztdenpowmuqhsz4be/app.bsky.feed.post/3l5nvcojjqj2e,bafyreih326nshtso3wpuatapgnkjdp63l2a3a4d5od4vqj4flxxgzhc7ym,at://did:plc:sh5evn3ztdenpowmuqhsz4be/app.bsky.feed.post/3l5nvbxnepj25,"O único candidato homem no debate eleitoral, tentou dar aula sobre os equipamentos de proteção às mulheres, mas errou! Luiz, chamou o Centro de Referência no atendimento às mulheres vítimas de violências de centro de reabilitação à mulher! Não negou o quanto entende do assunto!",profsoniameire.bsky.social,"A candidata delegada Daniele se revelou. Afirmou ter certeza que a próxima prefeita de Aracaju, será uma mulher! Se não afirmou torcida por ela mesma, seria uma torcida antecipada pelas outras colegas do mesmo time bolsonarista?",2024-10-04T04:08:03Z,1,0,0,2024-10-04T04:08:03Z,profsoniameire.bsky.social,Professora Sonia Meire,did:plc:sh5evn3ztdenpowmuqhsz4be,mulher,1
at://did:plc:sh5evn3ztdenpowmuqhsz4be/app.bsky.feed.post/3l5nvbxnepj25,bafyreibwwt2qlqyuijenwhc7vjaf77fgu7pef7t35hju3py3yvoglsohq4,at://did:plc:sh5evn3ztdenpowmuqhsz4be/app.bsky.feed.post/3l5ntlm4yxs2k,"As candidatas bolsonaristas falam sobre educação sem nenhum ""pé na realidade"". Absurdo como usam a pauta na superficialidade! Quem quiser que compre! Sobre Educação Pública, Niully é a que mais conhece a realidade das escolas públicas, professoras(es) e comunidade escolar.",profsoniameire.bsky.social,"O único candidato homem no debate eleitoral, tentou dar aula sobre os equipamentos de proteção às mulheres, mas errou! Luiz, chamou o Centro de Referência no atendimento às mulheres vítimas de violências de centro de reabilitação à mulher! Não negou o quanto entende do assunto!",2024-10-04T04:07:39Z,1,0,0,2024-10-04T04:07:39Z,profsoniameire.bsky.social,Professora Sonia Meire,did:plc:sh5evn3ztdenpowmuqhsz4be,mulher,1
at://did:plc:oaqqiq6ij4ndzvmhv3ozlsen/app.bsky.feed.post/3l4af4a5km525,bafyreiasjf4c7tqt55dpw7fvgoavvi2irfqlf3wz66fb5nmlb54wjnmljy,at://did:plc:acvjxnp5fsqoq4fwri6wuqj7/app.bsky.feed.post/3l4aew7lg4225,Eu vou ampliar a Patrulha Guardiã Maria da Penha para todos os bairros da cidade. Não vou tolerar violência doméstica! #BOULOSPREFEITO50 #DebateNaCultura,guilhermeboulos.bsky.social,"Não é possível tolerar o intolerável! Lugar de agressor de mulher é na cadeia, NÃO NA PREFEITURA! #BoulosPrefeito50 #DebateNaCultura",2024-09-16T01:48:18Z,0,1,16,2024-09-16T01:48:18Z,amandapaschoal.bsky.social,𝗔𝗠𝗔𝗡𝗗𝗔 𝗣𝗔𝗦𝗖𝗛𝗢𝗔𝗟 🏳️‍⚧️ 𝟱𝟬𝟳𝟬𝟬,did:plc:oaqqiq6ij4ndzvmhv3ozlsen,mulher,1
at://did:plc:x4p2eomqcnqunuxyzurhrbl3/app.bsky.feed.post/3l34sjxaznk22,bafyreihnxnof57rmgt35czkxoc7zyfke6tpoyjtt54vstyrqe43c6hwsqu,at://did:plc:acvjxnp5fsqoq4fwri6wuqj7/app.bsky.feed.post/3l34odhb3ap23,"Gente, já estou aqui, pronto para o Debate da Gazeta. Mais uma oportunidade fundamental para mostrar aos paulistanos quem tem o melhor projeto de futuro para São Paulo. Que hoje possamos discutir a cidade. #BoulosPrefeito50",guilhermeboulos.bsky.social,"Vocês falam parecendo que estão em debate dentro do partido, tudo robotizado. Fala normal, gente. Pq vcs acham que o Pablo dispara? Aí o bosta do Datena foi dizer q quem vota no Marçal é idiota. E ainda vai ter gente aqui dizendo “E não é?” Vcs não entenderam nada.",2024-09-01T22:12:47Z,0,0,1,2024-09-01T22:12:47Z,seubira.bsky.social,Seu Bira,did:plc:x4p2eomqcnqunuxyzurhrbl3,idiota,1
at://did:plc:w33v6wxmsu6ucios55uuna3r/app.bsky.feed.post/3l34oh36oy32p,bafyreiaz4hhwnrtu3yvwarfzogk5jcljg3eqyxjd5i2ubipdzjb5jxm3nm,at://did:plc:acvjxnp5fsqoq4fwri6wuqj7/app.bsky.feed.post/3l34odhb3ap23,"Gente, já estou aqui, pronto para o Debate da Gazeta. Mais uma oportunidade fundamental para mostrar aos paulistanos quem tem o melhor projeto de futuro para São Paulo. Que hoje possamos discutir a cidade. #BoulosPrefeito50",guilhermeboulos.bsky.social,Nao da moleza pro lunático!!,2024-09-01T20:59:35Z,0,0,2,2024-09-01T20:59:35Z,cfjunior2009.bsky.social,Cl@udi0 F€rn@ndes Jr,did:plc:w33v6wxmsu6ucios55uuna3r,lunático,1
at://did:plc:jesmhou4yw3yo2shet6ty5uc/app.bsky.feed.post/3l34p3c37th2l,bafyreiebmh4eqo453hyb5b2n5rw3ku5gvc2lnqdz3i4opg3wzajqcyypty,at://did:plc:acvjxnp5fsqoq4fwri6wuqj7/app.bsky.feed.post/3l34odhb3ap23,"Gente, já estou aqui, pronto para o Debate da Gazeta. Mais uma oportunidade fundamental para mostrar aos paulistanos quem tem o melhor projeto de futuro para São Paulo. Que hoje possamos discutir a cidade. #BoulosPrefeito50",guilhermeboulos.bsky.social,esse cretino tentando copiar o @lulaoficial.bsky.social pra ver se ganha algo. tinha q copiar o ídolo dele. faz o M de merda,2024-09-01T21:10:53Z,0,0,0,2024-09-01T21:10:53Z,dekah.bsky.social,Dekah,did:plc:jesmhou4yw3yo2shet6ty5uc,merda,1
at://did:plc:cwf342fjrxpsynmzfjjukz4w/app.bsky.feed.post/3l34oeb6a642b,bafyreiajapky52eprdfatzkvsu545eaaeb7gyychz6bwposhgbvduh3lyq,at://did:plc:acvjxnp5fsqoq4fwri6wuqj7/app.bsky.feed.post/3l34odhb3ap23,"Gente, já estou aqui, pronto para o Debate da Gazeta. Mais uma oportunidade fundamental para mostrar aos paulistanos quem tem o melhor projeto de futuro para São Paulo. Que hoje possamos discutir a cidade. #BoulosPrefeito50",guilhermeboulos.bsky.social,"Chama o estrume de ""Pablo Marcola""",2024-09-01T20:58:01Z,1,0,8,2024-09-01T20:58:01Z,comunistadesunga.bsky.social,Comunista de sunga vermelha,did:plc:cwf342fjrxpsynmzfjjukz4w,estrume,1
at://did:plc:rzjzvb42lkrh3gzaf55mt4si/app.bsky.feed.post/3l5vzrfgu4o2v,bafyreihmokkc5gtel5ztwtjvoavweaglhvhuk4jhf764y5nhkuvdj3ypgq,at://did:plc:rdp4e6uyn56sjm3krykz7chm/app.bsky.feed.post/3l5visq7zzn2l,"A mudança já começou. E vocês vão se lembrar dessa fala pelos próximos anos!

youtu.be/-12FNRErlAE?...",tabatasp.bsky.social,"O sentimento depois dessas eleições é de desilusão, o brasileiro não tem o mínimo de maturidade pra escolher seus representantes. Mas enquanto houver pessoas como a Tabata na política ainda haverá esperança! E gratidão pelo combate ao projeto fascista do Boçal!! Não foi só por SP, foi pelo Brasil!!",2024-10-07T09:49:09Z,0,0,1,2024-10-07T09:49:09Z,joaoacvieira.bsky.social,João Antonio,did:plc:rzjzvb42lkrh3gzaf55mt4si,fascista,1
at://did:plc:hlfuksyssohovgdntnppbrko/app.bsky.feed.post/3l5vkqhee7y2z,bafyreihdrtdr4suzuw72pdztcq4qjnjoleot7yzf4sgpjldk2eqedkxhzm,at://did:plc:rdp4e6uyn56sjm3krykz7chm/app.bsky.feed.post/3l5visq7zzn2l,"A mudança já começou. E vocês vão se lembrar dessa fala pelos próximos anos!

youtu.be/-12FNRErlAE?...",tabatasp.bsky.social,"A sua melhor opção seria neutralidade. Quem votou em voce não quer essa coisa velha e velhaca, nem lobo em pele de cordeiro. Seja firme como foi durante a campanha.",2024-10-07T05:20:12Z,0,0,1,2024-10-07T05:20:12Z,rucavalc.bsky.social,NA,did:plc:hlfuksyssohovgdntnppbrko,velha,1
at://did:plc:nbyq6ibecpq5ogtpnlvbcmpt/app.bsky.feed.post/3l5v3v53ysl25,bafyreidceyyujomlwr74zrgm4iwlyu54qeif2w4yucasmrqunfd6wnwm3u,at://did:plc:rdp4e6uyn56sjm3krykz7chm/app.bsky.feed.post/3l5v22de4wg24,"A mudança só começou! Vamos seguir juntos, com coragem e esperança, até que um dia a nossa cidade seja boa para todo mundo, pros paulistanos por escolha e por nascença, para que todos possam sonhar sem limites. Contem comigo! Eu vou seguir daqui trabalhando todos os dias por cada um de vocês.",tabatasp.bsky.social,"Parabéns pela excelente campanha. Apesar de não ter saído vitoriosa nas urnas, com certeza foi uma vencedora moral das eleições, tendo contribuído significativamente para impedir uma catástrofe como a maior cidade da América Latina ser conduzida por um picareta. Todo o meu apoio!",2024-10-07T00:54:22Z,0,1,2,2024-10-07T00:54:22Z,douglas.bsky.social,Douglas Nascimento,did:plc:nbyq6ibecpq5ogtpnlvbcmpt,moral,1
at://did:plc:cdt4ifilrf5kbbvjjbyljwwd/app.bsky.feed.post/3l5rqebulrz2p,bafyreih3wvewkvvjcklgprtu77fjwalfzdtbld23eiptjqd43jvhq35roi,at://did:plc:rdp4e6uyn56sjm3krykz7chm/app.bsky.feed.post/3l5ro3ufgl32h,Chegou a hora.,tabatasp.bsky.social,Lamentavelmente @tabatasp.bsky.social..  povo brasileiro está acometido de altas doses de insensatez..ou talvez..burrice crônica. Ninguém leva a política à sério. Vc é uma brasileira q nos faz orgulhosos. Você é uma grande mulher..não desista de nós. 2026 te espera p o Brasil.👏🤗,2024-10-05T16:50:07Z,0,0,0,2024-10-05T16:50:07Z,janbassy.bsky.social,Natureza,did:plc:cdt4ifilrf5kbbvjjbyljwwd,mulher,1
at://did:plc:xhz4brisadfautaywhzkhmqd/app.bsky.feed.post/3l5rklnfqhe2l,bafyreiflczahftnhpamri2kq5jgrzdva5s5ovizbrdzd23yvra7v32edaa,at://did:plc:rdp4e6uyn56sjm3krykz7chm/app.bsky.feed.post/3l5rfkxkp322i,Novamente Marçal extrapola os limites da ética e da legalidade ao atacar a honra de um adversário com mentiras e falsificações. Venho denunciando e dizendo claramente que ele é um criminoso e não tem condições de ser candidato. A Justiça deve agir com firmeza. Minha solidariedade a Guilherme Boulos.,tabatasp.bsky.social,"Vc no debate concordando com ele, tentando fazer média com o cara que acusou de forma horrorosa vc. 

Tabata na boa, vc tem um plano foda, mas adotar a tática de atacar todo mundo e virar uma terceira via o Ciro faz.",2024-10-05T15:06:51Z,0,0,0,2024-10-05T15:06:51Z,betunerv.bsky.social,Betu,did:plc:xhz4brisadfautaywhzkhmqd,horrorosa,1
at://did:plc:rq7f4umoy6qzu4zatenkyexk/app.bsky.feed.post/3l5rhw4z7bz2s,bafyreifyo3qnl6kn7fjj5crnoyldqnphuvmhfec3wssmkpycyco52ysezq,at://did:plc:rdp4e6uyn56sjm3krykz7chm/app.bsky.feed.post/3l5rfkxkp322i,Novamente Marçal extrapola os limites da ética e da legalidade ao atacar a honra de um adversário com mentiras e falsificações. Venho denunciando e dizendo claramente que ele é um criminoso e não tem condições de ser candidato. A Justiça deve agir com firmeza. Minha solidariedade a Guilherme Boulos.,tabatasp.bsky.social,Nenhuma novidade dos eleitores do boulos vindo atacar. Eles buscam qualquer motivo para queimar ela. Fanatismo ao estilo bolsonarista,2024-10-05T14:19:00Z,1,0,1,2024-10-05T14:19:00Z,marcel91.bsky.social,NA,did:plc:rq7f4umoy6qzu4zatenkyexk,queimar,1
at://did:plc:rigmxbeehhi3kzipdawxeu4j/app.bsky.feed.post/3l5u4cfw32a26,bafyreibj5d4xdhetx6io6scga2rvq3qzbbfr3sequp3ioifhtkflzhsldu,at://did:plc:rdp4e6uyn56sjm3krykz7chm/app.bsky.feed.post/3l5rfkxkp322i,Novamente Marçal extrapola os limites da ética e da legalidade ao atacar a honra de um adversário com mentiras e falsificações. Venho denunciando e dizendo claramente que ele é um criminoso e não tem condições de ser candidato. A Justiça deve agir com firmeza. Minha solidariedade a Guilherme Boulos.,tabatasp.bsky.social,"Nunca pensei que poderia concordar com a Ciro de saias. Aquela que tenta se passar por esquerda, mas vota como direita contra os direitos dos trabalhadores.
Mesmo assim não creio que ela tenha autoridade para falar em ética?",2024-10-06T15:29:08Z,0,0,0,2024-10-06T15:29:08Z,paulomcosta.bsky.social,Paulo,did:plc:rigmxbeehhi3kzipdawxeu4j,saias,1
at://did:plc:qgccwkhiuxe4dh5yhdzykpqi/app.bsky.feed.post/3l5rmvwccql2f,bafyreidzpxkdx3ubxgz2lygs5ur6u62g45ad32thxhmvref5swjdwcpc6a,at://did:plc:rdp4e6uyn56sjm3krykz7chm/app.bsky.feed.post/3l5rfkxkp322i,Novamente Marçal extrapola os limites da ética e da legalidade ao atacar a honra de um adversário com mentiras e falsificações. Venho denunciando e dizendo claramente que ele é um criminoso e não tem condições de ser candidato. A Justiça deve agir com firmeza. Minha solidariedade a Guilherme Boulos.,tabatasp.bsky.social,"Onde está o nosso judiciário? 
É uma vergonha deixar um band@do concorrer para um cargo politico. 
Marcal vem demonstrando ser um dos piores candidatos, o que mim incomoda é ver a escuridão de quem voto em um cara desses.",2024-10-05T15:48:23Z,0,0,1,2024-10-05T15:48:23Z,dioneiaa123.bsky.social,Dioneia,did:plc:qgccwkhiuxe4dh5yhdzykpqi,vergonha,1
at://did:plc:q2xi72ztjhut7a5qksqerntp/app.bsky.feed.post/3l5rnbxcdav2g,bafyreifz3oqos6comlwsgxui3usazjclaurgcwpeidgnmw44earkw72bte,at://did:plc:rdp4e6uyn56sjm3krykz7chm/app.bsky.feed.post/3l5rfkxkp322i,Novamente Marçal extrapola os limites da ética e da legalidade ao atacar a honra de um adversário com mentiras e falsificações. Venho denunciando e dizendo claramente que ele é um criminoso e não tem condições de ser candidato. A Justiça deve agir com firmeza. Minha solidariedade a Guilherme Boulos.,tabatasp.bsky.social,"#joaocampos & #larasantana namorados, noivos de 7 anos e casamento com os convites entregues e festa igreja certo. #pablomarcal disse a verdade, 🫵 fornicando em Brasília com João e correndo atrás aqui em Recife. Cala te boca! #talarica",2024-10-05T15:55:06Z,0,0,0,2024-10-05T15:55:06Z,eliana-1953.bsky.social,Eliana -1953,did:plc:q2xi72ztjhut7a5qksqerntp,boca,1
at://did:plc:jhgp4o6anm52zb6qdcwt4y2q/app.bsky.feed.post/3l5rilddkvk2n,bafyreig7cjqqzmxiu45yof7qvz2427ryeq4u5x6coixv5nfq2q3qo6ewfm,at://did:plc:rdp4e6uyn56sjm3krykz7chm/app.bsky.feed.post/3l5rfkxkp322i,Novamente Marçal extrapola os limites da ética e da legalidade ao atacar a honra de um adversário com mentiras e falsificações. Venho denunciando e dizendo claramente que ele é um criminoso e não tem condições de ser candidato. A Justiça deve agir com firmeza. Minha solidariedade a Guilherme Boulos.,tabatasp.bsky.social,"Deviam impugnar a candidatura desse verme na hora
Justiça burguesa é uma piada. Não vai ser cobrada nem uma retratação pública kkkkkkk",2024-10-05T14:30:52Z,0,0,1,2024-10-05T14:30:52Z,znyctus.bsky.social,Felipe,did:plc:jhgp4o6anm52zb6qdcwt4y2q,"piada, verme",2
at://did:plc:jckgtwxh5nbcnvmr2aq4zift/app.bsky.feed.post/3l5rjdbgqjp23,bafyreidpdnfu5egysw65klpknqu662sns5j2icykjqnzmb53fwa4escdfu,at://did:plc:rdp4e6uyn56sjm3krykz7chm/app.bsky.feed.post/3l5rfkxkp322i,Novamente Marçal extrapola os limites da ética e da legalidade ao atacar a honra de um adversário com mentiras e falsificações. Venho denunciando e dizendo claramente que ele é um criminoso e não tem condições de ser candidato. A Justiça deve agir com firmeza. Minha solidariedade a Guilherme Boulos.,tabatasp.bsky.social,"Uma mulher intensa e mística, intuitiva e conectada!

Meu conteúdo é sobre sensualidade lúdica, dança sensual Tântrica, massagem Tântrica, conexão, energia e prazer!

Clica aqui e vem pro meu multiverso particular ⤵️
(privacy.com.br/@Ellencafuza)
☪️🕉⚛️👽🧙🏾🌹🔥🌶",2024-10-05T14:44:17Z,0,0,0,2024-10-05T14:44:17Z,ellencafuza.bsky.social,Ellen Cafuza,did:plc:jckgtwxh5nbcnvmr2aq4zift,mulher,1
at://did:plc:h3youqiszdt5hnuzlm7us2h4/app.bsky.feed.post/3l5rlgs7bhr2h,bafyreidc73brl45h44hgkv5zg6r7lyxcfzft37b7gfyf3kgil56txagora,at://did:plc:rdp4e6uyn56sjm3krykz7chm/app.bsky.feed.post/3l5rfkxkp322i,Novamente Marçal extrapola os limites da ética e da legalidade ao atacar a honra de um adversário com mentiras e falsificações. Venho denunciando e dizendo claramente que ele é um criminoso e não tem condições de ser candidato. A Justiça deve agir com firmeza. Minha solidariedade a Guilherme Boulos.,tabatasp.bsky.social,"Que vergonha os comentários nessa publicação ...que vergonha !

Os "" politizados "" mostrando o lado quinta série .

Os "" politizados ' cobrando da candidata sobre o horário que ela prestou solidariedade ao Guilherme Boulos!",2024-10-05T15:22:02Z,0,0,1,2024-10-05T15:22:02Z,anacavalcanti58.bsky.social,Ana Cavalcanti,did:plc:h3youqiszdt5hnuzlm7us2h4,vergonha,2
at://did:plc:b2ourok4qncrqnd4d2nppmn4/app.bsky.feed.post/3l5rk5dwok52l,bafyreih2p4wyao7nz3vnzfbjoxdcgsocn5l4fpucxxjptprakpjw57t5qe,at://did:plc:rdp4e6uyn56sjm3krykz7chm/app.bsky.feed.post/3l5rfkxkp322i,Novamente Marçal extrapola os limites da ética e da legalidade ao atacar a honra de um adversário com mentiras e falsificações. Venho denunciando e dizendo claramente que ele é um criminoso e não tem condições de ser candidato. A Justiça deve agir com firmeza. Minha solidariedade a Guilherme Boulos.,tabatasp.bsky.social,"Cara teu presidente literalmente foi preso e voltou ao poder, que merda de moral se tem pra fala uma merda dessa.

Justiça? Num país onde ser bandido compensa? Só se destruir esse pais",2024-10-05T14:58:50Z,1,0,0,2024-10-05T14:58:50Z,cyphelis.bsky.social,Sei_sei,did:plc:b2ourok4qncrqnd4d2nppmn4,"merda, moral",3
at://did:plc:7m7placmtfik67r7vfqptrgv/app.bsky.feed.post/3l5rlwren7725,bafyreieqoduolm25adxy5dr5kywueowecetgxzivah6bii5av2paxncawm,at://did:plc:rdp4e6uyn56sjm3krykz7chm/app.bsky.feed.post/3l5rfkxkp322i,Novamente Marçal extrapola os limites da ética e da legalidade ao atacar a honra de um adversário com mentiras e falsificações. Venho denunciando e dizendo claramente que ele é um criminoso e não tem condições de ser candidato. A Justiça deve agir com firmeza. Minha solidariedade a Guilherme Boulos.,tabatasp.bsky.social,para-choque de comunista,2024-10-05T15:30:59Z,0,0,0,2024-10-05T15:30:59Z,zenothar.bsky.social,NA,did:plc:7m7placmtfik67r7vfqptrgv,comunista,1
at://did:plc:4unn2sjl5mfhwpeuhcnxmgqf/app.bsky.feed.post/3l5rkrhjwk52o,bafyreidssmknqkffarl5fbpmpoqidouvqbwo5eyoasa55hk6pgau7xlggy,at://did:plc:rdp4e6uyn56sjm3krykz7chm/app.bsky.feed.post/3l5rfkxkp322i,Novamente Marçal extrapola os limites da ética e da legalidade ao atacar a honra de um adversário com mentiras e falsificações. Venho denunciando e dizendo claramente que ele é um criminoso e não tem condições de ser candidato. A Justiça deve agir com firmeza. Minha solidariedade a Guilherme Boulos.,tabatasp.bsky.social,"Eu só voto em mulher, estamos demorando pra tirar todos os homens da política.",2024-10-05T15:10:06Z,0,0,0,2024-10-05T15:10:06Z,leomarbispo.bsky.social,NA,did:plc:4unn2sjl5mfhwpeuhcnxmgqf,mulher,1
