uri,cid,text,created_at,reply_count,repost_count,like_count,indexed_at,author_handle,author_display_name,author_did,violence_detected
at://did:plc:nx7rdklwkanvo7uhs3xovnuf/app.bsky.feed.post/3l4p3ox5bsz2s,bafyreidtufylkocsfzb7jcopny2qtzy63x4f3nzbk7rdd4novmzc3sbh6a,👏👏👏,2024-09-21T22:09:45Z,0,0,0,2024-09-21T22:09:45Z,marciofrancasp.bsky.social,Márcio França,did:plc:nx7rdklwkanvo7uhs3xovnuf,sem violência detectada
at://did:plc:ibhftvknxm2tph3tr7h5kvet/app.bsky.feed.post/3l4qq4nauk42p,bafyreih22kt3kayxgovw6mxqbykomnhsrohsnxss4wvvajewg6uec2u3d4,"Sublime Deputada, você é uma das principais congressistas de toda a história do Brasil Republicano 📚🏆👏",2024-09-22T13:47:59Z,0,0,0,2024-09-22T13:47:59Z,marcelomeira.bsky.social,NA,did:plc:ibhftvknxm2tph3tr7h5kvet,sem violência detectada
at://did:plc:5lzyyaxn4nnevkzuity27hub/app.bsky.feed.post/3l4ttytgght2q,bafyreidr4vhqqevropus2kuvvluksdqvodgdvgqrn4bhico4rqkgsuqwie,"Boa tarde Tabata, tudo bem? 
Gostaria de saber se vc tem algum planejamento para acabar com os ""paredões""? Nós moradores da periferia temos direito ao descanso e à saúde mental ou seremos sempre preteridos em favor do divertimento de baderneiros?",2024-09-23T19:35:25Z,0,0,0,2024-09-23T19:35:25Z,danacusp.bsky.social,NA,did:plc:5lzyyaxn4nnevkzuity27hub,sem violência detectada
at://did:plc:uxbwnfq4f3wyxxrghsps3o6c/app.bsky.feed.post/3l4pajfimgy2q,bafyreifhxrqjdlaceeg3if44gzkf2fsabcxhybh6qb42ekyiegrmbtlrg4,"Batatinha, quando nasce,
Quando fala: só promessa,
Na cidade, a mesma lerdeza,
E nas ruas, a fraqueza.  
Diz que é liberal, mas é piada,
Só cortando, nada é feito,
A educação, esquecida,
É só demagogia mesmo, e não há jeito.  
Ah, Batatinha, que horror,
Promessas vazias, sem amor",2024-09-21T23:36:06Z,0,0,0,2024-09-21T23:36:06Z,popularchenko.bsky.social,POPULARCHENKO,did:plc:uxbwnfq4f3wyxxrghsps3o6c,sem violência detectada
at://did:plc:qngy5bwyd5a4j5vkj4sm2dct/app.bsky.feed.post/3l4ohomrzjx2s,bafyreif24wa6xe7sgp3pf3zshxl6s2smeyopt4p3xkcy4ya5jyrrce663a,"Pq vcs não levantam a questão do padrinho do Nunes, q tem acerto c contratos emergenciais? Isso tá sendo investigado pelo MP e pela própria Controladoria.",2024-09-21T16:11:39Z,0,0,0,2024-09-21T16:11:39Z,brunovegas.bsky.social,Bruno Vegas,did:plc:qngy5bwyd5a4j5vkj4sm2dct,sem violência detectada
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l4mq6yprkj2a,bafyreifbru267446xqjxlgxu7jxmeafx5lwydqq4qnvjc4usk4t7ibxil4,Tem que ter guarda mulher também pra ajudar na segurança.,2024-09-20T23:38:38Z,0,0,1,2024-09-20T23:38:38Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,sem violência detectada
at://did:plc:v6urpcdxhnycn6o7pmloqwln/app.bsky.feed.post/3l4n4ars2xb2u,bafyreic6tmrascreiukbgo6js64ojzv5mtfdbmx3ykzrkrjgeoaewg2lvi,"Vote Tabata 40, preparada, corajosa e equilibrada 😍",2024-09-21T03:14:24Z,0,0,0,2024-09-21T03:14:24Z,valeriayida.bsky.social,NA,did:plc:v6urpcdxhnycn6o7pmloqwln,sem violência detectada
at://did:plc:uxbwnfq4f3wyxxrghsps3o6c/app.bsky.feed.post/3l4pajt7iai2l,bafyreihxsgm6edsliysdiu4bdoo2peknct7lkser2uckts4kghbyhg2dwq,"Batatinha, quando nasce,
Quando fala: só promessa,
Na cidade, a mesma lerdeza,
E nas ruas, a fraqueza.  
Diz que é liberal, mas é piada,
Só cortando, nada é feito,
A educação, esquecida,
É só demagogia mesmo, e não há jeito.  
Ah, Batatinha, que horror,
Promessas vazias, sem amor",2024-09-21T23:36:20Z,0,0,0,2024-09-21T23:36:20Z,popularchenko.bsky.social,POPULARCHENKO,did:plc:uxbwnfq4f3wyxxrghsps3o6c,sem violência detectada
at://did:plc:lnzpf5sypiidgljg7zoo55xt/app.bsky.feed.post/3l4vrgu2b432y,bafyreidhscwyx423kbsyvw7w5nvyxz5njkrinkvk3dp7gvqlchuf7llb64,"Apoio você em #gênero, #número e #grau !!! Você é uma das representantes do povo mais promissoras, para quem sabe, chegar à ser uma das sucessoras do @lula.com.br, no futuro !!!",2024-09-24T13:54:54Z,0,0,0,2024-09-24T13:54:54Z,dairley.bsky.social,DAIRLEY SANTOS FERREIRA VANDERLEY,did:plc:lnzpf5sypiidgljg7zoo55xt,sem violência detectada
at://did:plc:gl4wg3gaqdejqkzznmi5sfx2/app.bsky.feed.post/3l4mjzhroqg2l,bafyreifh34bqkzcp3ns3x7x42bou47dtuqa3cx3oflzndw3df34yuz5wsu,"Infelizmente, no Brasil a mulher não tem vez, por causa da própria mulher, que é a maioria dos votos. 
Você é uma ótima politica.",2024-09-20T21:48:11Z,1,0,0,2024-09-20T21:48:11Z,marialexandre10.bsky.social,Mari Alexandre,did:plc:gl4wg3gaqdejqkzznmi5sfx2,sem violência detectada
at://did:plc:frrzudiryqjo6trlndb3ivkj/app.bsky.feed.post/3l4ohbp5q3e2m,bafyreice5cehtsegolqnvmjipxu5zh3ydui6rj5utodlivadxznndtdukm,Eu não sei se os candidatos do PCC têm interesse em acabar com a cracolândia onde estão os clientes do narcotráfico.,2024-09-21T16:04:26Z,0,0,0,2024-09-21T16:04:26Z,franz-josefh.bsky.social,Franz Josef,did:plc:frrzudiryqjo6trlndb3ivkj,sem violência detectada
at://did:plc:f64zecm6tuj5buos7b5qegf5/app.bsky.feed.post/3l4oebkz3hd2d,bafyreihkdmfsfrxm3oqkrey7hkfhfsmq4pmkcv5qcu3li7blkwcrz27zpi,Espero que comece com pente fino nos agentes policiais que sabem o que ocorre e não fazem nada,2024-09-21T15:10:40Z,0,0,0,2024-09-21T15:10:40Z,rickbenetti.bsky.social,Rick Benetti,did:plc:f64zecm6tuj5buos7b5qegf5,sem violência detectada
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l4mmtcfdbs22,bafyreicr6ynq5v3zrjj7jhswqsupa2l4e54eyv3mwg63rcgxv3lkr5hxsy,"Nas entrelinhas, vejo uma proposta rasa e repetitiva que ninguém conseguiu cumprir",2024-09-20T22:38:25Z,0,0,0,2024-09-20T22:38:25Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,sem violência detectada
at://did:plc:d6p6k2ikc4xb6qmudkkcoysi/app.bsky.feed.post/3l4o2rulpzk2d,bafyreibb62ay37j7hf7pqamhshqaokvajby6fcqdtbhfycs3biwu6orpja,Você é corajosa 🫶🏽Espero que siga corajosa apoiando o candidato da oposição (Boulos 🙏🏽) no segundo turno. Porque seu discurso aponta aponta para a coerência e a ética acima de tudo. Torcendo por você e para o Boulos! Acho que vale se inspirar na ministra Simone Tebet. Boa sorte!,2024-09-21T12:20:48Z,0,0,1,2024-09-21T12:20:48Z,100porcentovaca.bsky.social,NA,did:plc:d6p6k2ikc4xb6qmudkkcoysi,sem violência detectada
at://did:plc:yle7wlosrbk4z24z4lyg222j/app.bsky.feed.post/3l4lz4iwj4s2y,bafyreidwt6uzr3tid7ddpsjo7wb54gt4cy645txs34t47tnokyhzrsyna4,"Acho que voce, Nunes ou Marçal dá mais ou menos na mesma. Talvez o pior seja o Marçal, mas ta tudo ali no mesmo balaio.",2024-09-20T16:45:39Z,1,0,1,2024-09-20T16:45:39Z,nik24.bsky.social,q show da Xuxa é esse ?,did:plc:yle7wlosrbk4z24z4lyg222j,sem violência detectada
at://did:plc:yaftm7jthpum3qemjfx6vriz/app.bsky.feed.post/3l4lyfu7cxk2a,bafyreidivvsrtj6qb6kss4ez5b2nflptrbz4md6pgpiq2zpfx5r3lgm3z4,Achei as cadeiras muito paradas...,2024-09-20T16:32:59Z,0,0,5,2024-09-20T16:32:59Z,fellipebc.bsky.social,NA,did:plc:yaftm7jthpum3qemjfx6vriz,sem violência detectada
at://did:plc:w3fwnyji4jkk4rhk52unxdwv/app.bsky.feed.post/3l4mqi4ygjs2j,bafyreiedx4amtvs4ec4tcfus7vvz5oy35i3ahdu4mz7aemnrl5tebzhtau,NA,2024-09-20T23:43:46Z,0,0,1,2024-09-20T23:43:46Z,wal2025.bsky.social,Waldemar Vilhena,did:plc:w3fwnyji4jkk4rhk52unxdwv,sem violência detectada
at://did:plc:uxbwnfq4f3wyxxrghsps3o6c/app.bsky.feed.post/3l4pakafbc325,bafyreidgpiohkwzidphphngsx2fmh6ahz23kgroc4fbeygd7hifggyecfm,"Batatinha, quando nasce,
Quando fala: só promessa,
Na cidade, a mesma lerdeza,
E nas ruas, a fraqueza.  
Diz que é liberal, mas é piada,
Só cortando, nada é feito,
A educação, esquecida,
É só demagogia mesmo, e não há jeito.  
Ah, Batatinha, que horror,
Promessas vazias, sem amor",2024-09-21T23:36:34Z,0,0,0,2024-09-21T23:36:34Z,popularchenko.bsky.social,POPULARCHENKO,did:plc:uxbwnfq4f3wyxxrghsps3o6c,sem violência detectada
at://did:plc:urbz5wsbzzi242675wojp44x/app.bsky.feed.post/3l4mjy4s55p2w,bafyreifk4y6tpy4kgxf2ysq2ufcuwzjhalv2zzdtudhvreebcxxtnpfjkm,Achei ótima! Pena que as pessoas não sabem votar. Não há menor dúvida de que você é a melhor opção.,2024-09-20T21:47:26Z,0,0,0,2024-09-20T21:47:26Z,mariamilanese.bsky.social,NA,did:plc:urbz5wsbzzi242675wojp44x,sem violência detectada
at://did:plc:uesr2kdkermvvazefokobany/app.bsky.feed.post/3l4lzesliet2f,bafyreibfgjfllobybeinggbhvxc3mi6ldigps2afux4njueuods2wknqkq,"te falta uma cadeira na mão, Tabata",2024-09-20T16:50:18Z,1,0,0,2024-09-20T16:50:18Z,arthurando.bsky.social,thur,did:plc:uesr2kdkermvvazefokobany,sem violência detectada
at://did:plc:ohss3pt2bpg6gwgilka7xgcv/app.bsky.feed.post/3l4nx5bhwzg2m,bafyreif2ytbslfm6tn2ioetog245a733itp5eua5wiuinkobm5glcmssq4,No debate da Globo você deveria ir de jaqueta de couro e na sua fala final falar Não vamos desistir de São Paulo.,2024-09-21T11:15:38Z,0,0,0,2024-09-21T11:15:37Z,eduardobertagnoli.bsky.social,Eduardo Bertagnoli,did:plc:ohss3pt2bpg6gwgilka7xgcv,sem violência detectada
at://did:plc:mf6pwn45fi2i7r2mcbfmr5pw/app.bsky.feed.post/3l54vluci242x,bafyreibwdoeh2hi3ipsc2rmp54m5bqo6rsyhtfs35cuvbym26wtvevcbsm,O sorriso mais lindo de SP.,2024-09-27T09:57:55Z,0,0,0,2024-09-27T09:57:55Z,rodolfosnr.bsky.social,Rodolfo,did:plc:mf6pwn45fi2i7r2mcbfmr5pw,sem violência detectada
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l4m2kd6csw2l,bafyreiglltexxh5il44zuisbnonv6qj7tvd365gcbny4nmmvwjrzjasqn4,"Eu achava que vc tinha potencial, mas tomou um caminho burro. Mesmo que você fale coisas boas, não me convence. Parece que tenho que me esforçar pra gostar de você como política.",2024-09-20T17:11:16Z,0,0,0,2024-09-20T17:11:16Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,sem violência detectada
at://did:plc:dc2b6br23m3y7lzxytgx4ikf/app.bsky.feed.post/3l4m2xylzi22t,bafyreie6ytfyu3dnc64cxfmwrxeplgpbhp5nboxrp4lygpwfjngul6qulq,"Tabata sempre top 
Ao contrário do CHARLATÃO MARÇAL, bora pra cima prefeita!!",2024-09-20T17:18:55Z,0,0,0,2024-09-20T17:18:55Z,1970x.bsky.social,RP Politic,did:plc:dc2b6br23m3y7lzxytgx4ikf,sem violência detectada
at://did:plc:6mcopfer6kelyqezcc26657q/app.bsky.feed.post/3l4mj2z4lyf25,bafyreidllypt3tu4iqclnlceshke6of4sca2pi7otawpxx7ndqgks7tibm,Não votem nestes vagabundos que protegem o psicopata Alexandre de Moraes,2024-09-20T21:31:09Z,0,0,0,2024-09-20T21:31:09Z,marcotc.bsky.social,NA,did:plc:6mcopfer6kelyqezcc26657q,sem violência detectada
at://did:plc:2q7u3abvaqn5264rkhsj4afr/app.bsky.feed.post/3l4lyflqosk2o,bafyreihch7dbozhe624zk46sg2bhnxtfqcpsswvryqrpwt4uyhmlrm4ayy,"Muito boa a sua argumentação final, vai ter que focar bem nisso para não perder votos na reta final. Uma bela campanha.",2024-09-20T16:32:50Z,0,0,0,2024-09-20T16:32:50Z,exiladodotwitter.bsky.social,"Um café, por favor.",did:plc:2q7u3abvaqn5264rkhsj4afr,sem violência detectada
at://did:plc:zll5xpxo3cjaonapr2o74iah/app.bsky.feed.post/3l4ltzosxsk2z,bafyreihymk7ubkuv6qkvbpupmbimw56iv43wg6kqbpncxnebq6plbcbffu,"Tabata, desafia a bolsonarista do Novo a ficar 30 minutos sem falar a palavra ""esquerda"" e o Nunes a ficar 30 dias sem fazer contrato sem licitação com os amigos.",2024-09-20T15:14:36Z,0,0,0,2024-09-20T15:14:36Z,brunoantunessp.bsky.social,NA,did:plc:zll5xpxo3cjaonapr2o74iah,sem violência detectada
at://did:plc:v6urpcdxhnycn6o7pmloqwln/app.bsky.feed.post/3l4lsrhuvn22f,bafyreic7qtk2kys77dzq6o6vum5bq5jes5l2ainbbir2fciifbnl6pj5hm,Vote Tabata 40 para ganhar do Nunes,2024-09-20T14:52:09Z,0,0,0,2024-09-20T14:52:07Z,valeriayida.bsky.social,NA,did:plc:v6urpcdxhnycn6o7pmloqwln,sem violência detectada
at://did:plc:uxbwnfq4f3wyxxrghsps3o6c/app.bsky.feed.post/3l4pakqfcab2o,bafyreihy44pq776jghv4corknq6jerkuaofgotrl7jfky47t54x6um6jnu,"Batatinha, quando nasce,
Quando fala: só promessa,
Na cidade, a mesma lerdeza,
E nas ruas, a fraqueza.  
Diz que é liberal, mas é piada,
Só cortando, nada é feito,
A educação, esquecida,
É só demagogia mesmo, e não há jeito.  
Ah, Batatinha, que horror,
Promessas vazias, sem amor",2024-09-21T23:36:51Z,0,0,0,2024-09-21T23:36:51Z,popularchenko.bsky.social,POPULARCHENKO,did:plc:uxbwnfq4f3wyxxrghsps3o6c,sem violência detectada
at://did:plc:spbvrhps6lg6fmtjhblp7mev/app.bsky.feed.post/3l4lvf7oa3c2a,bafyreig2uwqqbk4tudks6eq6thwtu5m6anjz4iif3xswnbeswlcwk3kib4,Boa sorte 🍀,2024-09-20T15:38:56Z,0,0,0,2024-09-20T15:38:56Z,ficaadica.bsky.social,serenus,did:plc:spbvrhps6lg6fmtjhblp7mev,sem violência detectada
at://did:plc:jcacl7tih7wyjmsztqbqewev/app.bsky.feed.post/3l4lscgvm5k2h,bafyreihfdgyevpkexcv4waro6th3t5xyyfx7jjwfau5r7vzcyl5xlczvqq,“Marçal é o candidato “Jogo do Tigrinho”,2024-09-20T14:43:42Z,0,0,1,2024-09-20T14:43:42Z,drricvjunq.bsky.social,RicVJ,did:plc:jcacl7tih7wyjmsztqbqewev,sem violência detectada
at://did:plc:evxfi3t7yncm7wbrta4zs446/app.bsky.feed.post/3l4ls5erimk2a,bafyreiackmeabqndbxiogg7pzw5c2tvjmwypk6k32uxakk7qf6hg6nnaau,Quantos direitos vc vai arrancar do pobre e que o lemman mandou vender?,2024-09-20T14:40:52Z,0,0,1,2024-09-20T14:40:52Z,zerenato77.bsky.social,Zé Renato Ribeiro,did:plc:evxfi3t7yncm7wbrta4zs446,sem violência detectada
at://did:plc:6mcopfer6kelyqezcc26657q/app.bsky.feed.post/3l4mjb3xep62x,bafyreicbsjvqql6cmlvnbnudslawdywkteauvjxbr7n7trqbkw6lp5uy2e,Não votem nestes vagabundos que protegem o psicopata Alexandre de Moraes,2024-09-20T21:34:34Z,0,0,0,2024-09-20T21:34:34Z,marcotc.bsky.social,NA,did:plc:6mcopfer6kelyqezcc26657q,sem violência detectada
at://did:plc:v6urpcdxhnycn6o7pmloqwln/app.bsky.feed.post/3l4lspf3ysu2t,bafyreiba2zst24g74prbz26yc2kknf6w2524fhddyjghkm7qoqdktt4tqe,Vote Tabata 40 para ganhar do Nunes,2024-09-20T14:50:59Z,0,0,0,2024-09-20T14:50:57Z,valeriayida.bsky.social,NA,did:plc:v6urpcdxhnycn6o7pmloqwln,sem violência detectada
at://did:plc:uxbwnfq4f3wyxxrghsps3o6c/app.bsky.feed.post/3l4pal7i7hd2z,bafyreieh3whwyulxqqcsgaatki6xykizidb6kaxyfdvf4yswuc5kbubp6a,"Batatinha, quando nasce,
Quando fala: só promessa,
Na cidade, a mesma lerdeza,
E nas ruas, a fraqueza.  
Diz que é liberal, mas é piada,
Só cortando, nada é feito,
A educação, esquecida,
É só demagogia mesmo, e não há jeito.  
Ah, Batatinha, que horror,
Promessas vazias, sem amor",2024-09-21T23:37:07Z,0,0,0,2024-09-21T23:37:07Z,popularchenko.bsky.social,POPULARCHENKO,did:plc:uxbwnfq4f3wyxxrghsps3o6c,sem violência detectada
at://did:plc:y4qmsi6ftyipj7mtwatuzasb/app.bsky.feed.post/3l4ll6jujqk2u,bafyreiblzndwgufqsugcgn7evjsihhcpj6ivyecvaflv3ukz7bssfka22q,"Vamos nessa, prefeita! 4️⃣0️⃣",2024-09-20T12:36:15Z,0,0,0,2024-09-20T12:36:15Z,veronica40404.bsky.social,Veronica Vereadora 40404,did:plc:y4qmsi6ftyipj7mtwatuzasb,sem violência detectada
at://did:plc:uxbwnfq4f3wyxxrghsps3o6c/app.bsky.feed.post/3l4pallw6pa2q,bafyreigmmm55ugj7muzc5xrxucpuxokwu55sh3exu7yasbgdc6k2juy4jy,"Batatinha, quando nasce,
Quando fala: só promessa,
Na cidade, a mesma lerdeza,
E nas ruas, a fraqueza.  
Diz que é liberal, mas é piada,
Só cortando, nada é feito,
A educação, esquecida,
É só demagogia mesmo, e não há jeito.  
Ah, Batatinha, que horror,
Promessas vazias, sem amor",2024-09-21T23:37:20Z,0,0,0,2024-09-21T23:37:20Z,popularchenko.bsky.social,POPULARCHENKO,did:plc:uxbwnfq4f3wyxxrghsps3o6c,sem violência detectada
at://did:plc:pf47s4hknpx7ts2luxd7xhe7/app.bsky.feed.post/3l4kozuag3k2w,bafyreiawzlltwpbldnr7qlcy5gpcfunheo3n43h7rzthew4vxjuiyx3uj4,"Lei do Psiu é para proibir pobre de se divertir. 

Qualquer casa de música tem que ter isolamento acústico e manobrista. 

Escolas de samba nunca existiriam. 

Vai proibir igreja evangélica de fazer barulho?",2024-09-20T04:12:33Z,0,0,0,2024-09-20T04:12:33Z,pauloeduneves.bsky.social,Paulo E.,did:plc:pf47s4hknpx7ts2luxd7xhe7,sem violência detectada
at://did:plc:lnzpf5sypiidgljg7zoo55xt/app.bsky.feed.post/3l4vrley5ri2x,bafyreigifhxxs54oq6h5mgwe46hokymynsikshunc362tmtdqn44mwtdbi,"Suas propostas para a cidade de #SãoPaulo são inteligentes e bem fundamentadas, em todos os aspectos da governabilidade municipal, seja na saúde, educação, mobilidade urbana, reintegração social de moradores de ruas e na segurança pública.",2024-09-24T13:57:26Z,0,0,0,2024-09-24T13:57:26Z,dairley.bsky.social,DAIRLEY SANTOS FERREIRA VANDERLEY,did:plc:lnzpf5sypiidgljg7zoo55xt,sem violência detectada
at://did:plc:hteyer6kcwlih7ia3zg4fq2p/app.bsky.feed.post/3l4khltj7ps2f,bafyreigjutmgjv52rco74qkramowjoia3o25n7lza3nvxe5zobwnvovqda,"se for pra falar de perturbação do sossego, deveria começar pelo tanto de escapamento de moto irregular que anda por sp. o som é insuportável, os motoqueiros estão nem aí e a gcm não tem como dar conta. o trabalho tem que ser feito em conjunto.",2024-09-20T01:59:27Z,0,0,0,2024-09-20T01:59:27Z,vlpn.bsky.social,nath ❀,did:plc:hteyer6kcwlih7ia3zg4fq2p,sem violência detectada
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l4k7zkl6wk2s,bafyreibyhoobtgqpyferqqn2wav4ovlxvlscyk552zols7g57hfny5priy,"Gosto disso.
Em SP faz muita diferença",2024-09-19T23:43:57Z,0,0,0,2024-09-19T23:43:57Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,sem violência detectada
at://did:plc:7hnr3obzpjo4popomzqbja6i/app.bsky.feed.post/3l4kb4dakys2z,bafyreibonmzlinfw5fv4a5ougsokijlwxydtdpgv2tqrrkh4p2uzo36eqq,Kkkkk dahora Tábata esses cortes relâmpagos 💖,2024-09-20T00:03:24Z,0,0,0,2024-09-20T00:03:24Z,sabrino14681409.bsky.social,Roxinante Bilau,did:plc:7hnr3obzpjo4popomzqbja6i,sem violência detectada
at://did:plc:5qnooarunk2qbng7i4auxwjf/app.bsky.feed.post/3l4kd4jumis2k,bafyreibnvjraxrvh4m333w5sb7bnski7vr3uwdewr4ehbil7nlzx5qnbme,Vai nada.,2024-09-20T00:39:19Z,0,0,0,2024-09-20T00:39:18Z,fabiogomesribeiro.bsky.social,Fabio Ribeiro,did:plc:5qnooarunk2qbng7i4auxwjf,sem violência detectada
at://did:plc:vr4rmt3be3ebemle2vhhhvus/app.bsky.feed.post/3l4kekn7rdk22,bafyreiayy6xperuvnzhz43tqokx2o5ksbivqi7ouq7zaiyky3o4skhfe7u,"Complicado.
Acredito que ele disse isso para atrair parte do eleitorado bolsonarista que estão pretendendo votar no Pablinho.
Como vc falou, vc tudo pela eleição, infelizmente.",2024-09-20T01:06:01Z,0,0,0,2024-09-20T01:05:06Z,danielsm85.bsky.social,NA,did:plc:vr4rmt3be3ebemle2vhhhvus,sem violência detectada
at://did:plc:v53f7xrg3hjvjg647uvdokly/app.bsky.feed.post/3l4jj3w3fdt2l,bafyreiffxqdoi5juhq5inxquzkzvful4cuen6xvwjwigxd4dpw67bvukwa,Esse aí tá desesperado pelo voto bolsonarista.,2024-09-19T16:53:39Z,0,0,0,2024-09-19T16:53:39Z,sachasibraz.bsky.social,Sacha,did:plc:v53f7xrg3hjvjg647uvdokly,sem violência detectada
at://did:plc:sohfqvcgg3cvov4d5cuhbeas/app.bsky.feed.post/3l4khga6g4k2k,bafyreige4apiy7qcb7ddkcpueisr3xpc3hb2pa7bimeqkg3vxjlvz4ocha,"Tem que falar no debate também, né? 

O Boulos fala dos projetos para São Paulo e das verdades que precisam ser ditas, sem medo. 😏",2024-09-20T01:56:18Z,1,0,0,2024-09-20T01:56:18Z,soniarribe.bsky.social,Sônia🚩🐊🍁🍀🌷,did:plc:sohfqvcgg3cvov4d5cuhbeas,sem violência detectada
at://did:plc:lnzpf5sypiidgljg7zoo55xt/app.bsky.feed.post/3l4vrrcrczf2m,bafyreifdntmlmpeajbvbob47x32bu6kmciqpucbzszrobfcwqwr6t2nefa,"O @ricardonunes15.bsky.social é uma cria do #bolsonarismo, da mesma forma que o @pablomarcal.bsky.social, e a política que eles fazem é de intolerância, negacionismo, preconceitos, homofobia, misoginia, machismo, nepotismo e principalmente corrupção, com desvios do dinheiro público.",2024-09-24T14:00:45Z,0,0,0,2024-09-24T14:00:45Z,dairley.bsky.social,DAIRLEY SANTOS FERREIRA VANDERLEY,did:plc:lnzpf5sypiidgljg7zoo55xt,sem violência detectada
at://did:plc:frrzudiryqjo6trlndb3ivkj/app.bsky.feed.post/3l4jw32vw3q2o,bafyreieztlijuxokteaoakbeqgzfmjeis54l2awz3irrcnuhfhrx6gnrwm,"Eu acho que você fizerem um vídeo como que fez ligando o Lamaçal ao crime organizado, o Nunes cai e você sobe.",2024-09-19T20:45:50Z,0,0,0,2024-09-19T20:45:50Z,franz-josefh.bsky.social,Franz Josef,did:plc:frrzudiryqjo6trlndb3ivkj,sem violência detectada
at://did:plc:bjv24razwx75twzvibaqhpqe/app.bsky.feed.post/3l4l4rg4e6s2e,bafyreiagiq5qwk4g7ue4xcsyqnd2javukbyvnhzgrkgady6eeltjwnzpne,Vc ficar em cima do muro no segundo turno ajudar a eleger esse tipo de canalha.,2024-09-20T08:18:21Z,0,0,0,2024-09-20T08:18:21Z,paulguimaraes.bsky.social,Paulo Guimarães  1️⃣3️⃣1️⃣3️⃣1️⃣ & 5️⃣0️⃣🚩🇧🇷🦋,did:plc:bjv24razwx75twzvibaqhpqe,sem violência detectada
at://did:plc:vnsxdgy3jsc7s5ma7mz3xutf/app.bsky.feed.post/3l4eipkyj7d2i,bafyreihick25kobaon3mpcqm2kwobn3lfa6mtauvznqal7mgphzv53z5gm,"A pergunta da Marina Helena para Tabata foi mais uma forma de atacá-la pelo machismo, colocando o namoro da Tabata no debate, o que isso tem a ver com a cidade de São Paulo? Agora faça ela provar o que falou, mete o processo",2024-09-17T17:03:27Z,1,0,3,2024-09-17T17:03:27Z,anapszvz.bsky.social,Ana,did:plc:vnsxdgy3jsc7s5ma7mz3xutf,sem violência detectada
at://did:plc:twnjr4w3dlakn3h4u3wshubx/app.bsky.feed.post/3l4ggvn2p3o2u,bafyreieqjhrq55t4xxrvviemgkhzci534hgc5v37rbcur43sdfw52gje3y,"Temos 3 candidato homem bem estabelecido, parece até uma eleição machista.",2024-09-18T11:36:24Z,0,0,0,2024-09-18T11:36:23Z,mitsuo1.bsky.social,NA,did:plc:twnjr4w3dlakn3h4u3wshubx,sem violência detectada
at://did:plc:qb2dfdklgd7pb22cp7vzy3x7/app.bsky.feed.post/3l4edfy3met2c,bafyreif6xzq5d5usgvqbcr3kr6z2kqw5azeh2un7ku7tfcjl4cooufk4g4,"mas se vc ta no grupo do zap, fica complicado, né.",2024-09-17T15:28:17Z,0,0,0,2024-09-17T15:28:17Z,mautamboni.bsky.social,mau tamboni,did:plc:qb2dfdklgd7pb22cp7vzy3x7,sem violência detectada
at://did:plc:jislg3rhwh2vzdusj2ejqnj4/app.bsky.feed.post/3l4f5d7jzjh2m,bafyreibzjhaa3xfhdn56o36l2no5fcqvsknpaymivw6l4rz3tb6tzeqy7u,"Sentimentos mistos e ambíguos em relação à Tabata. Acabei de vê-la no @maumeirelles.bsky.social e achei tão gente boa e até senti que é o tipo de pessoa que gostaria de ter no círculo de amizades…
Mas não votaria nela. 🤷‍♂️ 
Ainda com ranço da atuação da reforma da previdência.",2024-09-17T23:12:21Z,0,0,2,2024-09-17T23:12:21Z,miaujur.bsky.social,NA,did:plc:jislg3rhwh2vzdusj2ejqnj4,sem violência detectada
at://did:plc:jbjpimdorwi3jdcgkjh3mlv4/app.bsky.feed.post/3l4ec2ld26723,bafyreiasdbmff2kob46hopr3u4wlvih6fvt2cjpipuvdupjbbwpw3dzen4,"Tabata amaral COLOCOU O MARCAL NO BOLSO! 

Falou que não tinha medo de MARMANJO e jogou no tema mais sensível

Se marcal é o cara da Liberdade total de expressão pq tem processos para tirar conteúdos da Tabata? 

Genial e o burro só pede direito de resposta negado por temas que já falou!",2024-09-17T15:04:20Z,0,0,1,2024-09-17T15:04:20Z,canaldorex.bsky.social,Rex,did:plc:jbjpimdorwi3jdcgkjh3mlv4,sem violência detectada
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l4eafxp2fr2m,bafyreiaka4l3m5eguql64zfy5evt6f43lqstmdz7aajbujqerm7riwplsu,"Ele pediu desculpas pro Datena, depois chamou de ""Jack"".",2024-09-17T14:34:55Z,0,0,1,2024-09-17T14:34:55Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,sem violência detectada
